,Nurse,2023-02-01-mañana,2023-02-01-tarde,2023-02-02-mañana,2023-02-02-tarde,2023-02-03-mañana,2023-02-03-tarde,2023-02-04-mañana,2023-02-04-tarde,2023-02-05-mañana,2023-02-05-tarde,2023-02-06-mañana,2023-02-06-tarde,2023-02-07-mañana,2023-02-07-tarde,2023-02-08-mañana,2023-02-08-tarde,2023-02-09-mañana,2023-02-09-tarde,2023-02-10-mañana,2023-02-10-tarde,2023-02-11-mañana,2023-02-11-tarde,2023-02-12-mañana,2023-02-12-tarde,2023-02-13-mañana,2023-02-13-tarde,2023-02-14-mañana,2023-02-14-tarde,2023-02-15-mañana,2023-02-15-tarde,2023-02-16-mañana,2023-02-16-tarde,2023-02-17-mañana,2023-02-17-tarde,2023-02-18-mañana,2023-02-18-tarde,2023-02-19-mañana,2023-02-19-tarde,2023-02-20-mañana,2023-02-20-tarde,2023-02-21-mañana,2023-02-21-tarde,2023-02-22-mañana,2023-02-22-tarde,2023-02-23-mañana,2023-02-23-tarde,2023-02-24-mañana,2023-02-24-tarde,2023-02-25-mañana,2023-02-25-tarde,2023-02-26-mañana,2023-02-26-tarde,2023-02-27-mañana,2023-02-27-tarde,2023-02-28-mañana,2023-02-28-tarde,objective_1,objective_2
11,person_9,COM,-,COM,-,-,-,-,-,M,-,-,-,-,T1,-,T1,-,-,-,T1,-,T1,-,-,-,-,COM,-,COM,-,M,-,-,-,-,-,DISP,-,-,T2,-,-,-,T1,-,-,-,-,-,-,-,-,-,T2,-,T2,12.0,13.5
12,person_4,-,T1,-,T2,-,CHX,-,-,-,T1,-,T2,-,CHX,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,-,-,CHX,-,T2,-,T2,-,-,-,-,-,T2,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,12.0,13.5
13,person_7,-,-,-,-,COM,-,-,-,-,-,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,-,-,T1,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,-,CHX,12.0,13.5
14,person_6,-,-,-,T2,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,T2,-,-,-,T1,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T2,-,-,12.0,13.5
15,person_2,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,DISP,-,-,T2,-,T2,-,-,-,T1,-,-,-,-,-,-,M,-,M,-,-,-,COM,-,M,-,DISP,-,-,-,COM,-,COM,-,12.0,13.5
16,person_10,-,-,M,-,M,-,-,-,DISP,-,COM,-,-,-,COM,-,COM,-,-,-,-,-,-,-,COM,-,COM,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,M,-,-,-,-,-,-,-,12.0,13.5
17,person_8,-,-,-,T1,-,T1,-,T1,-,-,M,-,-,-,M,-,-,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,-,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,CHX,-,-,12.0,13.5
18,person_3,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,T1,12.0,13.5
19,person_1,-,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,12.0,13.5
20,person_5,M,-,M,-,-,-,DISP,-,-,-,-,CHX,-,CHX,-,T2,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,T1,-,T2,-,T2,-,T1,-,T2,-,-,-,T1,-,T2,-,T1,12.0,13.5
21,person_11,-,T2,-,T2,-,T2,-,-,-,-,COM,-,COM,-,COM,-,-,-,-,-,M,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,M,-,M,-,12.0,13.5
22,person_9,COM,-,COM,-,-,-,-,-,M,-,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,-,-,M,-,-,T2,-,-,-,-,-,-,-,-,-,T1,-,-,-,T2,-,T2,13.0,13.3125
23,person_4,-,CHX,-,T2,-,CHX,-,-,-,-,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,CHX,-,-,-,CHX,-,T1,-,T2,-,T1,-,-,-,T2,-,-,-,-,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,13.0,13.3125
24,person_7,-,T1,-,T1,-,-,-,-,-,-,-,T1,-,T2,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,-,COM,-,-,-,M,-,M,-,-,-,DISP,-,-,-,-,CHX,13.0,13.3125
25,person_6,-,-,-,T2,-,T2,-,T1,-,-,-,CHX,-,-,-,T2,-,T2,-,T2,-,-,-,T1,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T2,-,-,13.0,13.3125
26,person_2,M,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,-,-,-,CHX,-,T2,-,-,-,CHX,-,T1,-,-,-,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,COM,-,COM,-,13.0,13.3125
27,person_10,-,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,COM,-,M,-,-,-,DISP,-,COM,-,-,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,-,T1,-,-,13.0,13.3125
28,person_8,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,-,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,CHX,-,-,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,-,-,CHX,-,T1,-,CHX,-,-,-,-,-,CHX,-,-,13.0,13.3125
29,person_3,-,-,COM,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,-,-,-,-,-,T1,-,-,-,T1,-,T1,-,-,-,-,-,-,-,T1,13.0,13.3125
30,person_1,-,T1,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,13.0,13.3125
31,person_5,M,-,M,-,COM,-,DISP,-,-,-,-,T2,-,CHX,-,T2,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,T1,-,T2,-,T2,-,T1,-,T2,-,-,-,T1,-,T1,-,T1,13.0,13.3125
32,person_11,-,T2,-,CHX,-,T2,-,T1,-,-,COM,-,COM,-,COM,-,-,-,-,-,DISP,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,M,-,M,-,13.0,13.3125
33,person_9,COM,-,COM,-,-,-,-,-,M,-,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,DISP,-,-,T2,-,T2,-,-,-,-,-,-,-,T1,-,-,-,T2,-,CHX,14.0,13.1875
34,person_4,-,T1,-,T2,-,CHX,-,-,-,T1,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,CHX,-,-,-,CHX,-,T1,-,T2,-,-,-,-,-,T2,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,14.0,13.1875
35,person_7,-,T1,-,T1,-,T2,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,CHX,-,-,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,-,T2,14.0,13.1875
36,person_6,-,-,-,T2,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,T2,-,-,-,T1,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,T2,-,-,-,T1,-,T1,-,CHX,-,-,-,-,-,T2,-,-,14.0,13.1875
37,person_2,M,-,-,-,M,-,M,-,-,-,-,T2,-,T2,-,-,-,T2,-,CHX,-,-,-,-,M,-,COM,-,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,-,-,COM,-,M,-,M,-,-,-,COM,-,COM,-,14.0,13.1875
38,person_10,-,-,M,-,M,-,-,-,DISP,-,COM,-,-,-,COM,-,COM,-,M,-,DISP,-,-,-,-,CHX,-,T2,-,-,-,T1,-,-,-,-,-,-,COM,-,-,-,M,-,-,-,COM,-,DISP,-,-,-,-,-,-,-,14.0,13.1875
39,person_8,-,-,-,T2,-,T1,-,-,-,T1,-,-,-,-,M,-,COM,-,M,-,-,-,DISP,-,-,T1,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,-,-,T1,-,T2,-,T1,-,-,-,-,-,CHX,-,-,14.0,13.1875
40,person_3,-,CHX,-,CHX,-,CHX,-,T1,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,-,M,-,-,-,COM,-,M,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,T1,-,-,-,-,-,-,-,T1,14.0,13.1875
41,person_1,-,-,-,-,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,14.0,13.1875
42,person_5,M,-,M,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,T1,-,T2,-,T2,-,-,-,T2,-,-,-,T1,-,T2,-,T1,14.0,13.1875
43,person_11,-,T2,-,T1,-,T2,-,-,-,-,COM,-,COM,-,COM,-,-,-,-,-,M,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,T1,-,-,M,-,M,-,14.0,13.1875
44,person_9,COM,-,COM,-,-,-,-,-,M,-,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,T2,-,T1,15.0,12.5
45,person_4,COM,-,COM,-,COM,-,-,-,-,-,-,T2,-,T2,-,-,-,T2,-,CHX,-,-,-,T1,-,CHX,-,-,-,T2,-,T1,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T1,15.0,12.5
46,person_7,-,T1,-,T1,-,T2,-,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,-,T2,15.0,12.5
47,person_6,-,-,-,T2,-,T2,-,-,-,-,-,CHX,-,-,-,T2,-,T2,-,T2,-,-,-,T1,-,-,M,-,-,-,M,-,M,-,-,-,DISP,-,M,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,-,T2,-,-,15.0,12.5
48,person_2,M,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,COM,-,M,-,-,-,-,T1,-,T2,-,-,-,T2,-,T2,-,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,COM,-,COM,-,15.0,12.5
49,person_10,-,-,M,-,M,-,-,-,DISP,-,COM,-,-,-,COM,-,COM,-,M,-,DISP,-,-,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,CHX,-,-,-,T2,-,T1,-,T2,-,-,-,-,-,T1,-,-,15.0,12.5
50,person_8,-,-,-,T2,-,T1,-,-,-,T1,-,T2,-,-,-,T2,-,CHX,-,T2,-,-,-,-,-,CHX,-,CHX,-,-,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,CHX,-,-,15.0,12.5
51,person_3,-,CHX,-,CHX,-,CHX,-,T1,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,T1,-,-,-,T1,-,T1,-,-,-,-,-,-,COM,-,M,-,M,-,COM,-,COM,-,-,-,-,-,-,-,-,-,15.0,12.5
52,person_1,-,CHX,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,15.0,12.5
53,person_5,M,-,M,-,COM,-,DISP,-,-,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,T1,-,-,M,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,T2,-,T2,-,T2,-,-,-,T2,-,-,-,-,-,T2,-,CHX,15.0,12.5
54,person_11,-,T2,-,-,-,T1,-,T1,-,-,M,-,COM,-,COM,-,-,-,M,-,-,-,DISP,-,-,T2,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,T1,-,-,M,-,M,-,15.0,12.5
55,person_9,COM,-,COM,-,-,-,-,-,M,-,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,-,-,-,-,-,COM,-,COM,-,-,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,T2,-,T1,16.0,12.3125
56,person_4,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,CHX,-,T2,-,-,-,-,-,CHX,-,T2,-,CHX,-,T1,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,-,-,T1,-,T1,-,-,16.0,12.3125
57,person_7,M,-,M,-,COM,-,-,-,-,-,-,T1,-,-,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,-,T2,16.0,12.3125
58,person_6,-,-,-,T2,-,T2,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,T2,-,-,-,T1,-,T2,-,CHX,-,T1,-,-,COM,-,-,-,16.0,12.3125
59,person_2,-,-,COM,-,M,-,M,-,-,-,-,-,COM,-,-,-,M,-,COM,-,M,-,-,-,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,COM,-,COM,-,16.0,12.3125
60,person_10,-,-,M,-,M,-,-,-,DISP,-,COM,-,-,-,COM,-,COM,-,-,-,DISP,-,-,-,COM,-,COM,-,-,-,COM,-,COM,-,-,-,-,-,M,-,-,-,COM,-,-,-,-,-,-,-,M,-,-,T2,-,-,16.0,12.3125
61,person_8,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,T1,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,CHX,-,-,16.0,12.3125
62,person_3,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,CHX,16.0,12.3125
63,person_1,-,T2,-,-,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,16.0,12.3125
64,person_5,M,-,M,-,M,-,DISP,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,CHX,-,T2,-,T1,-,-,-,T2,-,-,-,T1,-,CHX,-,T1,16.0,12.3125
65,person_11,-,T2,-,T1,-,T2,-,-,-,-,-,T2,-,T2,-,T2,-,T2,-,-,-,-,-,T1,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,T1,-,-,COM,-,COM,-,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,16.0,12.3125
66,person_9,COM,-,COM,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,DISP,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,-,-,-,CHX,-,T1,17.0,12.1875
67,person_4,-,T1,-,T1,-,CHX,-,-,-,-,-,CHX,-,CHX,-,-,-,T2,-,CHX,-,T1,-,-,COM,-,-,-,M,-,COM,-,M,-,-,-,DISP,-,-,T2,-,T2,-,-,-,T1,-,T2,-,T1,-,-,-,T1,-,-,17.0,12.1875
68,person_7,-,T1,-,T1,-,-,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,M,-,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,T2,17.0,12.1875
69,person_6,-,-,-,T2,-,T2,-,T1,-,-,-,T2,-,-,-,T2,-,T2,-,T2,-,-,-,T1,-,T2,-,T2,-,-,-,T2,-,CHX,-,-,-,T1,-,T2,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T2,-,-,17.0,12.1875
70,person_2,M,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,CHX,-,T1,-,-,-,CHX,-,T2,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,M,-,-,-,COM,-,COM,-,17.0,12.1875
71,person_10,-,-,M,-,M,-,-,-,DISP,-,-,T1,-,-,-,T2,-,CHX,-,-,-,-,-,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,CHX,-,-,17.0,12.1875
72,person_8,-,-,-,T2,-,T1,-,T1,-,-,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,-,-,-,-,T1,-,T1,-,-,-,CHX,-,CHX,-,T1,-,-,-,T2,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,CHX,-,-,17.0,12.1875
73,person_3,-,CHX,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,-,-,-,CHX,-,T1,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,T1,17.0,12.1875
74,person_1,-,T2,-,-,-,T1,-,T1,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,-,-,DISP,-,M,-,M,-,17.0,12.1875
75,person_5,M,-,M,-,COM,-,M,-,-,-,-,CHX,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T1,-,CHX,17.0,12.1875
76,person_11,M,-,-,-,M,-,-,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,M,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,CHX,-,T1,-,T1,-,-,M,-,M,-,17.0,12.1875
77,person_9,COM,-,COM,-,-,-,-,-,-,-,M,-,M,-,COM,-,-,-,COM,-,DISP,-,-,-,M,-,COM,-,M,-,COM,-,-,-,M,-,-,-,M,-,COM,-,COM,-,-,-,-,-,-,-,-,-,-,T2,-,T1,18.0,11.5
78,person_4,M,-,COM,-,COM,-,DISP,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,-,-,-,T2,-,-,-,CHX,-,T2,-,T2,-,-,-,T1,-,T1,-,T2,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,CHX,18.0,11.5
79,person_7,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,T2,18.0,11.5
80,person_6,-,-,-,T2,-,T2,-,T1,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,M,-,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,-,-,T2,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,T2,-,-,18.0,11.5
81,person_2,M,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,COM,-,M,-,-,-,DISP,-,-,T1,-,T1,-,-,-,CHX,-,-,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,-,M,-,COM,-,18.0,11.5
82,person_10,-,-,M,-,M,-,-,-,DISP,-,-,T1,-,-,-,CHX,-,T1,-,T1,-,-,-,-,M,-,COM,-,-,-,COM,-,M,-,-,-,DISP,-,COM,-,-,-,M,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,-,18.0,11.5
83,person_8,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,CHX,-,CHX,-,-,-,CHX,-,CHX,-,-,-,-,COM,-,-,-,COM,-,COM,-,M,-,M,-,-,-,-,CHX,-,-,18.0,11.5
84,person_3,-,CHX,-,CHX,-,CHX,-,T1,-,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,CHX,-,-,-,-,-,T2,-,T1,-,-,-,-,-,-,-,T1,18.0,11.5
85,person_1,M,-,-,-,M,-,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,18.0,11.5
86,person_5,M,-,COM,-,COM,-,M,-,-,-,-,CHX,-,T2,-,T1,-,T1,-,CHX,-,T1,-,-,COM,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,T2,-,-,-,T2,-,-,-,-,-,T2,-,T1,18.0,11.5
87,person_11,-,T2,-,T1,-,T2,-,-,-,T1,-,T2,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,CHX,-,T1,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,CHX,-,T2,-,-,-,-,COM,-,M,-,18.0,11.5
88,person_9,COM,-,COM,-,-,-,-,-,M,-,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,-,-,T2,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,-,-,-,-,-,-,T1,-,-,-,T2,-,T1,19.0,11.3125
