,Nurse,2023-02-01-mañana,2023-02-01-tarde,2023-02-02-mañana,2023-02-02-tarde,2023-02-03-mañana,2023-02-03-tarde,2023-02-04-mañana,2023-02-04-tarde,2023-02-05-mañana,2023-02-05-tarde,2023-02-06-mañana,2023-02-06-tarde,2023-02-07-mañana,2023-02-07-tarde,2023-02-08-mañana,2023-02-08-tarde,2023-02-09-mañana,2023-02-09-tarde,2023-02-10-mañana,2023-02-10-tarde,2023-02-11-mañana,2023-02-11-tarde,2023-02-12-mañana,2023-02-12-tarde,2023-02-13-mañana,2023-02-13-tarde,2023-02-14-mañana,2023-02-14-tarde,2023-02-15-mañana,2023-02-15-tarde,2023-02-16-mañana,2023-02-16-tarde,2023-02-17-mañana,2023-02-17-tarde,2023-02-18-mañana,2023-02-18-tarde,2023-02-19-mañana,2023-02-19-tarde,2023-02-20-mañana,2023-02-20-tarde,2023-02-21-mañana,2023-02-21-tarde,2023-02-22-mañana,2023-02-22-tarde,2023-02-23-mañana,2023-02-23-tarde,2023-02-24-mañana,2023-02-24-tarde,2023-02-25-mañana,2023-02-25-tarde,2023-02-26-mañana,2023-02-26-tarde,2023-02-27-mañana,2023-02-27-tarde,2023-02-28-mañana,2023-02-28-tarde,objective_1,objective_2
89,person_4,-,CHX,-,T2,-,T1,-,-,-,-,-,T2,-,T2,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,T1,-,T2,-,-,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,19.0,11.3125
90,person_7,-,T1,-,T1,-,T2,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,-,T2,19.0,11.3125
91,person_6,-,-,-,T2,-,T2,-,T1,-,-,-,CHX,-,-,-,T2,-,T2,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,T2,-,-,-,T1,-,T2,-,CHX,-,-,-,-,COM,-,-,-,19.0,11.3125
92,person_2,M,-,COM,-,M,-,M,-,-,-,COM,-,-,-,-,-,-,-,M,-,-,-,DISP,-,-,T1,-,T2,-,-,-,T2,-,T1,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,DISP,-,-,-,COM,-,COM,-,19.0,11.3125
93,person_10,-,-,M,-,M,-,-,-,DISP,-,-,-,-,-,COM,-,-,-,M,-,-,-,-,-,COM,-,COM,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,M,-,-,-,-,T2,-,-,19.0,11.3125
94,person_8,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,T2,-,-,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,DISP,-,-,CHX,-,-,-,T1,-,T1,-,T2,-,T1,-,-,-,CHX,-,-,19.0,11.3125
95,person_3,-,CHX,-,CHX,-,-,-,T1,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,T1,-,-,-,-,-,-,-,T1,19.0,11.3125
96,person_1,-,T2,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,19.0,11.3125
97,person_5,M,-,M,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,CHX,-,T2,-,T2,-,T1,-,T1,-,-,-,T1,-,T2,-,T1,19.0,11.3125
98,person_11,-,T2,-,CHX,-,T2,-,T1,-,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,T1,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,M,-,M,-,19.0,11.3125
99,person_9,COM,-,COM,-,-,-,-,-,M,-,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,-,-,T2,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,T2,-,T1,20.0,11.25
100,person_4,-,T1,-,T1,-,CHX,-,-,-,T1,-,T2,-,CHX,-,-,-,T2,-,CHX,-,T1,-,-,-,T1,-,-,-,CHX,-,T2,-,T2,-,-,-,-,-,T2,-,T2,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,20.0,11.25
101,person_7,-,CHX,-,T1,-,T2,-,-,-,-,M,-,-,-,M,-,M,-,COM,-,-,-,M,-,-,-,-,T2,-,T1,-,T2,-,-,-,T1,-,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,-,CHX,20.0,11.25
102,person_6,-,-,-,T2,-,T2,-,T1,-,-,-,CHX,-,-,-,T2,-,T2,-,CHX,-,-,-,T1,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,T2,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T2,-,-,20.0,11.25
103,person_2,M,-,COM,-,COM,-,DISP,-,-,-,-,-,-,T2,-,-,-,T2,-,CHX,-,-,-,-,COM,-,M,-,-,-,COM,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,COM,-,M,-,M,-,-,-,COM,-,COM,-,20.0,11.25
104,person_10,-,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,COM,-,-,-,-,-,DISP,-,-,T1,-,CHX,-,-,-,CHX,-,CHX,-,-,-,-,M,-,-,-,M,-,COM,-,M,-,DISP,-,-,-,-,T2,-,-,20.0,11.25
105,person_8,-,-,-,T1,-,T1,-,-,-,-,-,T1,-,-,-,T1,-,T1,-,T2,-,-,-,T1,-,CHX,-,T2,-,-,-,CHX,-,T2,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,-,T1,-,CHX,-,-,20.0,11.25
106,person_3,-,CHX,-,CHX,-,CHX,-,T1,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,T1,20.0,11.25
107,person_1,-,CHX,-,-,-,T1,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,20.0,11.25
108,person_5,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,COM,-,M,-,DISP,-,-,-,COM,-,COM,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,T2,-,CHX,20.0,11.25
109,person_11,-,T2,-,T2,-,T2,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,T1,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,T1,-,T1,-,-,M,-,M,-,20.0,11.25
110,person_9,M,-,COM,-,-,-,-,-,M,-,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,-,T2,-,T1,21.0,11.25
111,person_4,-,T1,-,CHX,-,CHX,-,-,-,-,-,T2,-,CHX,-,-,-,CHX,-,T1,-,-,-,T1,-,T1,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,COM,-,-,-,-,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,21.0,11.25
112,person_7,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,T2,-,-,-,T1,-,-,-,T1,-,-,-,CHX,21.0,11.25
113,person_6,-,-,-,T1,-,T2,-,T1,-,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,T1,-,-,-,CHX,-,T2,-,T2,-,T2,-,T2,-,-,-,T1,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,-,21.0,11.25
114,person_2,COM,-,-,-,M,-,-,-,DISP,-,-,-,-,T1,-,-,-,T1,-,CHX,-,-,-,-,COM,-,M,-,-,-,COM,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,COM,-,M,-,M,-,-,-,COM,-,COM,-,21.0,11.25
115,person_10,-,-,M,-,M,-,M,-,-,-,M,-,-,-,COM,-,COM,-,M,-,-,-,M,-,M,-,M,-,-,-,COM,-,M,-,M,-,-,-,-,CHX,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,T1,-,-,21.0,11.25
116,person_8,-,-,-,T2,-,T2,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,T2,-,T1,-,-,M,-,COM,-,-,-,M,-,COM,-,-,-,-,-,M,-,-,-,COM,-,M,-,COM,-,-,-,M,-,-,CHX,-,-,21.0,11.25
117,person_3,-,CHX,-,T1,-,CHX,-,T1,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,T1,21.0,11.25
118,person_1,-,T2,-,-,-,T2,-,T1,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,-,-,COM,-,-,-,COM,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,T1,-,T2,21.0,11.25
119,person_5,M,-,M,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,CHX,-,T1,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,-,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,T2,-,T1,21.0,11.25
120,person_11,-,T2,-,CHX,-,T2,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T2,-,CHX,-,T1,-,-,M,-,M,-,21.0,11.25
121,person_9,COM,-,COM,-,-,-,-,-,-,-,-,T1,-,T1,-,T2,-,-,-,T2,-,T1,-,-,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,-,-,M,-,COM,-,22.0,11.1875
122,person_4,-,T1,-,T2,-,CHX,-,-,-,T1,-,T2,-,CHX,-,-,-,T2,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,T2,-,-,-,T1,-,T2,-,-,-,-,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,22.0,11.1875
123,person_7,-,CHX,-,T1,-,CHX,-,T1,-,-,-,T1,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,CHX,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,-,COM,-,-,-,M,-,-,-,DISP,-,-,-,-,CHX,22.0,11.1875
124,person_6,-,-,COM,-,COM,-,M,-,-,-,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,T2,-,CHX,-,-,-,T1,-,T2,-,-,22.0,11.1875
125,person_2,M,-,COM,-,M,-,-,-,M,-,COM,-,COM,-,-,-,COM,-,M,-,DISP,-,-,-,-,T1,-,T2,-,-,-,CHX,-,T2,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,M,-,-,-,COM,-,COM,-,22.0,11.1875
126,person_10,-,-,M,-,M,-,-,-,DISP,-,M,-,-,-,M,-,COM,-,COM,-,-,-,DISP,-,M,-,COM,-,-,-,COM,-,-,-,-,-,M,-,-,CHX,-,-,-,CHX,-,CHX,-,T2,-,-,-,-,COM,-,-,-,22.0,11.1875
127,person_8,-,CHX,-,T2,-,T1,-,-,-,-,-,T2,-,-,-,CHX,-,T1,-,T1,-,T1,-,-,M,-,COM,-,-,-,M,-,COM,-,-,-,DISP,-,COM,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,-,T1,-,-,22.0,11.1875
128,person_3,-,CHX,-,CHX,-,CHX,-,T1,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,M,-,-,-,-,-,M,-,COM,-,M,-,COM,-,-,-,-,-,-,-,-,T1,22.0,11.1875
129,person_1,-,T1,-,-,-,T1,-,T1,-,-,COM,-,M,-,COM,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,M,-,COM,-,M,-,22.0,11.1875
130,person_5,M,-,M,-,M,-,DISP,-,-,-,-,T2,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,T1,-,CHX,-,T2,-,T2,-,T2,-,T1,-,-,-,T2,-,T2,22.0,11.1875
131,person_11,-,T2,-,CHX,-,T2,-,T1,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,M,-,-,T1,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,T1,-,T1,-,-,M,-,M,-,22.0,11.1875
0,person_9,COM,-,COM,-,-,-,-,-,M,-,-,T2,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,T2,-,T1,23.0,10.875
1,person_4,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,T2,-,T2,-,-,-,T1,-,T1,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,T2,-,-,-,CHX,-,CHX,-,T1,-,-,M,-,-,-,23.0,10.875
2,person_7,-,T1,-,T2,-,T2,-,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,-,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,-,-,-,CHX,23.0,10.875
3,person_6,-,-,-,T2,-,T2,-,-,-,-,-,CHX,-,-,-,T2,-,CHX,-,T2,-,-,-,T1,-,CHX,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,T2,-,-,-,T1,-,T2,-,CHX,-,T1,-,-,-,T2,-,T2,23.0,10.875
4,person_2,M,-,COM,-,M,-,-,-,DISP,-,COM,-,M,-,-,-,M,-,COM,-,M,-,-,-,-,T1,-,T2,-,-,-,T2,-,CHX,-,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,DISP,-,COM,-,COM,-,23.0,10.875
5,person_10,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,COM,-,COM,-,M,-,DISP,-,-,-,M,-,COM,-,-,-,COM,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,COM,-,-,-,-,-,-,T1,-,-,23.0,10.875
6,person_8,-,-,-,T2,-,T1,-,T1,-,-,-,CHX,-,T1,-,T1,-,CHX,-,T2,-,-,-,-,M,-,COM,-,-,-,M,-,M,-,-,-,DISP,-,COM,-,-,-,COM,-,COM,-,M,-,M,-,-,-,-,CHX,-,-,23.0,10.875
7,person_3,-,CHX,-,T1,-,CHX,-,T1,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,CHX,-,T1,-,T2,-,T2,-,-,-,-,-,-,-,-,-,T2,23.0,10.875
8,person_1,-,T2,-,-,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,DISP,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,23.0,10.875
9,person_5,M,-,M,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,T1,-,T1,-,T2,-,-,-,T1,-,CHX,-,CHX,23.0,10.875
10,person_11,-,CHX,-,CHX,-,T1,-,T1,-,-,M,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,-,T2,-,T1,-,T2,-,CHX,-,T1,-,T1,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,M,-,M,-,23.0,10.875
