,Nurse,2022-01-01-mañana,2022-01-01-tarde,2022-01-02-mañana,2022-01-02-tarde,2022-01-03-mañana,2022-01-03-tarde,2022-01-04-mañana,2022-01-04-tarde,2022-01-05-mañana,2022-01-05-tarde,2022-01-06-mañana,2022-01-06-tarde,2022-01-07-mañana,2022-01-07-tarde,2022-01-08-mañana,2022-01-08-tarde,2022-01-09-mañana,2022-01-09-tarde,2022-01-10-mañana,2022-01-10-tarde,2022-01-11-mañana,2022-01-11-tarde,2022-01-12-mañana,2022-01-12-tarde,2022-01-13-mañana,2022-01-13-tarde,2022-01-14-mañana,2022-01-14-tarde,2022-01-15-mañana,2022-01-15-tarde,2022-01-16-mañana,2022-01-16-tarde,2022-01-17-mañana,2022-01-17-tarde,2022-01-18-mañana,2022-01-18-tarde,2022-01-19-mañana,2022-01-19-tarde,2022-01-20-mañana,2022-01-20-tarde,2022-01-21-mañana,2022-01-21-tarde,2022-01-22-mañana,2022-01-22-tarde,2022-01-23-mañana,2022-01-23-tarde,2022-01-24-mañana,2022-01-24-tarde,2022-01-25-mañana,2022-01-25-tarde,2022-01-26-mañana,2022-01-26-tarde,2022-01-27-mañana,2022-01-27-tarde,2022-01-28-mañana,2022-01-28-tarde,2022-01-29-mañana,2022-01-29-tarde,2022-01-30-mañana,2022-01-30-tarde,2022-01-31-mañana,2022-01-31-tarde,objective_1,objective_2
0,person_1,DISP,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,M,-,-,-,M,-,-,-,-,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,-,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,T1,2.0,11.4375
1,person_5,-,-,M,-,-,CHX,-,T1,-,-,-,T2,-,T1,-,-,-,-,DISP,-,COM,-,M,-,-,-,COM,-,M,-,-,-,M,-,COM,-,-,-,COM,-,COM,-,DISP,-,-,-,M,-,-,-,-,-,-,-,M,-,-,-,M,-,M,-,2.0,11.4375
2,person_7,M,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,M,-,-,-,M,-,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,T1,2.0,11.4375
3,person_8,DISP,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,DISP,-,-,T1,-,T1,-,-,-,-,-,T2,-,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,-,-,-,-,M,-,-,-,-,-,DISP,-,COM,-,2.0,11.4375
4,person_4,-,-,-,-,-,T1,-,T2,-,T1,-,CHX,-,T2,-,-,-,T1,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,-,-,T1,-,-,M,-,2.0,11.4375
5,person_3,-,T1,-,-,M,-,-,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,T1,-,-,M,-,2.0,11.4375
6,person_6,-,-,DISP,-,-,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,COM,-,-,-,COM,-,-,-,DISP,-,-,CHX,-,CHX,-,T2,-,CHX,-,T2,-,-,-,-,-,CHX,2.0,11.4375
7,person_9,M,-,-,-,M,-,-,-,-,-,COM,-,M,-,DISP,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,COM,-,-,-,-,CHX,-,-,-,T2,-,T2,-,T1,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,T2,2.0,11.4375
8,person_2,-,-,-,T1,-,T2,-,-,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T2,-,T1,-,-,-,CHX,-,T2,-,-,-,T1,-,T2,-,-,-,-,-,-,-,CHX,-,-,-,T1,-,CHX,2.0,11.4375
9,person_10,-,T1,-,-,-,-,-,T1,-,T2,-,T1,-,CHX,-,T1,-,-,-,T1,-,T2,-,T2,-,CHX,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,T1,-,CHX,-,T1,-,-,COM,-,COM,-,M,-,COM,-,COM,-,-,-,-,-,-,T2,2.0,11.4375
10,person_1,-,-,DISP,-,M,-,M,-,M,-,-,-,COM,-,-,-,DISP,-,DISP,-,COM,-,-,-,M,-,M,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,-,CHX,-,T2,-,-,-,-,-,T2,-,-,-,-,-,T1,4.0,10.4375
11,person_5,COM,-,-,-,-,T2,-,T1,-,-,-,T1,-,T2,-,-,-,-,DISP,-,M,-,COM,-,-,-,COM,-,-,-,DISP,-,M,-,COM,-,-,-,COM,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,COM,-,DISP,-,-,-,-,T1,4.0,10.4375
12,person_7,-,-,M,-,-,T1,-,T2,-,T1,-,T2,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,COM,-,COM,-,COM,-,COM,-,-,-,-,-,M,-,-,T2,4.0,10.4375
13,person_8,-,-,-,-,COM,-,-,-,COM,-,-,-,COM,-,M,-,-,-,-,T1,-,T2,-,-,-,-,-,T1,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,DISP,-,-,-,COM,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,4.0,10.4375
14,person_4,-,-,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,T1,-,T2,-,T1,-,T1,-,T2,-,-,-,-,-,T1,-,CHX,4.0,10.4375
15,person_3,-,T1,-,-,M,-,-,-,-,-,COM,-,M,-,-,-,-,-,-,T1,-,T2,-,T1,-,-,-,CHX,-,-,-,T1,-,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,-,-,M,-,4.0,10.4375
16,person_6,M,-,-,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,T1,-,T2,-,CHX,-,-,-,T2,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,COM,-,4.0,10.4375
17,person_9,DISP,-,-,-,M,-,-,-,COM,-,M,-,COM,-,-,-,M,-,DISP,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,M,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,T1,-,T2,-,CHX,-,CHX,-,T1,-,-,-,-,M,-,4.0,10.4375
18,person_2,-,-,-,T1,-,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,T1,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,-,-,T1,-,-,-,-,M,-,-,-,-,-,-,-,-,-,-,T2,4.0,10.4375
19,person_10,-,-,-,T1,-,T1,-,CHX,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,CHX,-,T2,-,T2,-,T2,-,-,-,-,-,-,-,CHX,-,T2,-,T2,-,T1,-,T1,-,-,-,T2,-,CHX,-,T2,-,T1,-,CHX,-,T1,-,-,COM,-,4.0,10.4375
20,person_1,-,-,DISP,-,M,-,COM,-,M,-,-,-,COM,-,DISP,-,-,-,DISP,-,COM,-,-,-,M,-,M,-,-,-,M,-,COM,-,COM,-,M,-,M,-,COM,-,M,-,-,-,-,CHX,-,T2,-,-,-,-,-,T2,-,-,-,-,COM,-,5.0,10.062499999999998
21,person_5,COM,-,-,-,M,-,COM,-,-,-,M,-,M,-,-,-,DISP,-,DISP,-,M,-,M,-,-,-,COM,-,-,-,DISP,-,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,-,M,-,COM,-,COM,-,-,-,COM,-,DISP,-,-,-,-,T1,5.0,10.062499999999998
22,person_7,DISP,-,-,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,CHX,5.0,10.062499999999998
23,person_8,COM,-,-,-,-,T1,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,-,-,T2,-,-,-,-,-,T1,-,-,-,-,COM,-,M,-,-,-,M,-,M,-,DISP,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,-,T1,5.0,10.062499999999998
24,person_4,-,-,-,T1,-,T2,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,-,-,T1,-,-,-,CHX,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,T2,-,T1,-,T1,-,T2,-,-,-,-,-,-,M,-,5.0,10.062499999999998
25,person_3,-,T1,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,-,M,-,-,-,M,-,M,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,T1,-,-,-,-,M,-,5.0,10.062499999999998
26,person_6,-,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,T1,-,T2,-,CHX,-,T1,-,CHX,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,CHX,5.0,10.062499999999998
27,person_9,M,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,T2,-,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,M,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,M,-,COM,-,M,-,COM,-,M,-,-,-,M,-,M,-,5.0,10.062499999999998
28,person_2,-,-,-,T1,-,T2,-,T1,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,-,-,-,-,CHX,-,-,-,T1,-,T2,5.0,10.062499999999998
29,person_10,-,T1,-,-,-,-,-,T2,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,CHX,-,T2,-,T2,-,T2,-,-,-,-,-,T2,-,T1,-,T1,-,T1,-,T1,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,T1,-,-,-,T1,5.0,10.062499999999998
30,person_1,COM,-,-,-,M,-,COM,-,M,-,-,-,COM,-,DISP,-,-,-,DISP,-,COM,-,-,-,M,-,M,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,-,COM,-,6.0,9.5
31,person_5,-,-,M,-,-,T1,-,T2,-,-,-,T2,-,T2,-,-,-,-,DISP,-,COM,-,COM,-,-,-,COM,-,-,-,DISP,-,M,-,M,-,-,-,M,-,COM,-,DISP,-,-,-,COM,-,M,-,COM,-,-,-,M,-,DISP,-,-,-,-,CHX,6.0,9.5
32,person_7,DISP,-,-,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,T1,-,T2,-,T1,-,T2,-,CHX,-,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,M,-,-,T1,6.0,9.5
33,person_8,M,-,-,-,-,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,T2,-,-,-,-,-,T1,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,T1,6.0,9.5
34,person_4,-,-,-,T1,-,T2,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T1,-,T2,-,CHX,-,-,-,-,-,-,-,CHX,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,T2,-,T1,-,T1,-,T2,-,-,-,T1,-,-,-,T2,6.0,9.5
35,person_3,-,T1,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,CHX,-,-,-,T1,-,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,-,-,M,-,6.0,9.5
36,person_6,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,COM,-,-,-,M,-,M,-,COM,-,-,-,DISP,-,COM,-,6.0,9.5
37,person_9,-,-,M,-,M,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,DISP,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,M,-,COM,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,T2,-,CHX,-,CHX,-,T2,-,-,-,-,-,CHX,6.0,9.5
38,person_2,-,-,-,T1,-,T2,-,T2,-,T1,-,T2,-,T2,-,-,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,T1,-,-,-,T2,-,-,-,-,-,-,-,T2,-,-,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,-,-,T1,-,T2,6.0,9.5
