,Nurse,2022-10-01-mañana,2022-10-01-tarde,2022-10-02-mañana,2022-10-02-tarde,2022-10-03-mañana,2022-10-03-tarde,2022-10-04-mañana,2022-10-04-tarde,2022-10-05-mañana,2022-10-05-tarde,2022-10-06-mañana,2022-10-06-tarde,2022-10-07-mañana,2022-10-07-tarde,2022-10-08-mañana,2022-10-08-tarde,2022-10-09-mañana,2022-10-09-tarde,2022-10-10-mañana,2022-10-10-tarde,2022-10-11-mañana,2022-10-11-tarde,2022-10-12-mañana,2022-10-12-tarde,2022-10-13-mañana,2022-10-13-tarde,2022-10-14-mañana,2022-10-14-tarde,2022-10-15-mañana,2022-10-15-tarde,2022-10-16-mañana,2022-10-16-tarde,2022-10-17-mañana,2022-10-17-tarde,2022-10-18-mañana,2022-10-18-tarde,2022-10-19-mañana,2022-10-19-tarde,2022-10-20-mañana,2022-10-20-tarde,2022-10-21-mañana,2022-10-21-tarde,2022-10-22-mañana,2022-10-22-tarde,2022-10-23-mañana,2022-10-23-tarde,2022-10-24-mañana,2022-10-24-tarde,2022-10-25-mañana,2022-10-25-tarde,2022-10-26-mañana,2022-10-26-tarde,2022-10-27-mañana,2022-10-27-tarde,2022-10-28-mañana,2022-10-28-tarde,2022-10-29-mañana,2022-10-29-tarde,2022-10-30-mañana,2022-10-30-tarde,2022-10-31-mañana,2022-10-31-tarde,objective_1,objective_2
0,person_4,M,-,-,-,M,-,COM,-,-,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,COM,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,-,CHX,-,T2,-,CHX,-,T2,-,T2,-,-,-,-,M,-,6.0,11.5625
1,person_3,-,T1,-,-,-,T2,-,CHX,-,-,-,T1,-,T2,-,-,-,T1,-,T1,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,-,T1,6.0,11.5625
2,person_8,-,-,-,-,-,CHX,-,T2,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T2,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,T1,-,-,-,T1,-,T1,6.0,11.5625
3,person_5,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,DISP,-,M,-,COM,-,M,-,-,-,-,-,DISP,-,-,-,-,-,-,-,M,-,-,-,-,-,M,-,M,-,6.0,11.5625
4,person_7,-,-,DISP,-,COM,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,COM,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,COM,-,M,-,COM,-,COM,-,-,-,DISP,-,-,-,COM,-,6.0,11.5625
5,person_2,-,-,-,T1,-,T1,-,T1,-,CHX,-,T2,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,T1,-,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,DISP,-,-,T2,6.0,11.5625
6,person_1,-,-,-,-,-,T1,-,-,-,T2,-,-,-,T1,-,-,-,-,M,-,M,-,-,-,COM,-,M,-,DISP,-,-,-,-,T1,-,T2,-,-,-,-,-,CHX,-,T1,-,-,-,T2,-,CHX,-,T2,-,CHX,-,CHX,-,T1,-,-,-,CHX,6.0,11.5625
7,person_6,DISP,-,-,-,-,-,-,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,M,-,6.0,11.5625
8,person_4,M,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,-,COM,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,8.0,10.5625
9,person_3,-,-,-,T1,-,-,M,-,-,-,M,-,M,-,M,-,-,-,-,T2,-,T2,-,CHX,-,-,-,CHX,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,CHX,-,-,-,-,-,T2,-,CHX,-,CHX,-,-,-,T2,-,T1,-,-,-,CHX,8.0,10.5625
10,person_8,-,-,-,-,-,T1,-,T2,-,CHX,-,T1,-,T2,-,-,-,T1,-,T1,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,T1,8.0,10.5625
11,person_5,-,-,DISP,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,DISP,-,M,-,8.0,10.5625
12,person_7,-,-,M,-,-,T2,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,COM,-,DISP,-,-,-,COM,-,8.0,10.5625
13,person_2,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,T1,-,T1,-,CHX,-,T1,-,T2,-,T1,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,8.0,10.5625
14,person_1,-,T1,-,-,-,T2,-,CHX,-,T2,-,-,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,-,-,T2,-,T2,-,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,M,-,8.0,10.5625
15,person_6,DISP,-,-,-,M,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,COM,-,M,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,-,-,T2,8.0,10.5625
16,person_4,-,-,DISP,-,-,CHX,-,T1,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,DISP,-,M,-,9.0,10.5625
17,person_3,-,-,-,T1,-,-,-,CHX,-,-,-,CHX,-,CHX,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,CHX,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,T2,-,-,-,-,COM,-,M,-,M,-,-,-,COM,-,M,-,-,-,COM,-,9.0,10.5625
18,person_8,-,-,-,-,-,T2,-,T2,-,T1,-,T1,-,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,T1,-,T2,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,T2,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,CHX,9.0,10.5625
19,person_5,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,M,-,9.0,10.5625
20,person_7,DISP,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,M,-,COM,-,M,-,M,-,-,-,-,T1,-,T2,-,T1,-,T2,-,T2,-,-,-,-,COM,-,M,-,M,-,COM,-,-,-,DISP,-,-,-,-,T2,9.0,10.5625
21,person_2,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,-,CHX,9.0,10.5625
22,person_1,-,T1,-,-,M,-,M,-,COM,-,-,-,COM,-,M,-,-,-,-,CHX,-,T2,-,-,-,CHX,-,-,-,-,-,-,M,-,M,-,-,-,-,-,COM,-,-,-,DISP,-,-,T1,-,CHX,-,T2,-,T2,-,CHX,-,T1,-,-,-,CHX,9.0,10.5625
23,person_6,M,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,M,-,-,CHX,-,T1,-,T2,-,T1,-,T2,-,-,-,-,-,T1,9.0,10.5625
0,person_4,-,-,M,-,M,-,M,-,-,-,-,-,COM,-,-,-,DISP,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,M,-,COM,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,10.0,9.625
1,person_3,M,-,-,-,-,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,T2,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,CHX,-,-,-,T2,-,T1,-,-,-,CHX,10.0,9.625
2,person_8,-,-,-,-,-,CHX,-,T2,-,T2,-,T1,-,T2,-,-,-,T1,-,CHX,-,CHX,-,T2,-,CHX,-,T2,-,-,-,T1,-,T1,-,T1,-,T2,-,CHX,-,T1,-,-,-,T1,-,T2,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,T1,10.0,9.625
3,person_5,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,COM,-,M,-,-,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,COM,-,M,-,-,-,-,-,DISP,-,-,-,COM,-,M,-,-,-,-,-,-,-,DISP,-,M,-,10.0,9.625
4,person_7,-,-,DISP,-,COM,-,M,-,M,-,M,-,COM,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,-,T1,-,T2,-,T1,-,T1,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,COM,-,10.0,9.625
5,person_2,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,T1,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,T1,-,T2,-,CHX,-,T2,-,T2,-,T1,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,-,-,CHX,10.0,9.625
6,person_1,-,T1,-,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,-,T1,-,CHX,-,-,-,T2,-,CHX,-,T1,-,-,M,-,M,-,-,-,-,-,M,-,-,-,M,-,-,T2,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,M,-,10.0,9.625
7,person_6,DISP,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,-,-,COM,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,COM,-,M,-,-,-,M,-,M,-,DISP,-,-,-,-,T2,10.0,9.625
