,Nurse,2023-08-01-mañana,2023-08-01-tarde,2023-08-02-mañana,2023-08-02-tarde,2023-08-03-mañana,2023-08-03-tarde,2023-08-04-mañana,2023-08-04-tarde,2023-08-05-mañana,2023-08-05-tarde,2023-08-06-mañana,2023-08-06-tarde,2023-08-07-mañana,2023-08-07-tarde,2023-08-08-mañana,2023-08-08-tarde,2023-08-09-mañana,2023-08-09-tarde,2023-08-10-mañana,2023-08-10-tarde,2023-08-11-mañana,2023-08-11-tarde,2023-08-12-mañana,2023-08-12-tarde,2023-08-13-mañana,2023-08-13-tarde,2023-08-14-mañana,2023-08-14-tarde,2023-08-15-mañana,2023-08-15-tarde,2023-08-16-mañana,2023-08-16-tarde,2023-08-17-mañana,2023-08-17-tarde,2023-08-18-mañana,2023-08-18-tarde,2023-08-19-mañana,2023-08-19-tarde,2023-08-20-mañana,2023-08-20-tarde,2023-08-21-mañana,2023-08-21-tarde,2023-08-22-mañana,2023-08-22-tarde,2023-08-23-mañana,2023-08-23-tarde,2023-08-24-mañana,2023-08-24-tarde,2023-08-25-mañana,2023-08-25-tarde,2023-08-26-mañana,2023-08-26-tarde,2023-08-27-mañana,2023-08-27-tarde,2023-08-28-mañana,2023-08-28-tarde,2023-08-29-mañana,2023-08-29-tarde,2023-08-30-mañana,2023-08-30-tarde,2023-08-31-mañana,2023-08-31-tarde,objective_1,objective_2
0,person_9,-,-,-,-,-,-,-,-,-,-,DISP,-,COM,-,-,-,M,-,-,-,-,-,-,-,COM,-,-,-,-,CHX,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,-,COM,-,COM,-,-,-,-,-,M,-,-,-,-,CHX,-,-,-,T1,8.0,23.4375
1,person_12,COM,-,M,-,M,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,-,-,M,-,-,-,-,T2,-,CHX,-,T1,-,T2,-,-,-,-,-,CHX,-,CHX,-,-,-,T2,8.0,23.4375
2,person_5,-,-,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,-,-,T2,-,T1,-,CHX,-,-,-,-,COM,-,COM,-,COM,-,-,-,COM,-,M,-,-,-,-,CHX,-,-,-,T1,-,T2,8.0,23.4375
3,person_3,M,-,COM,-,COM,-,COM,-,-,-,M,-,-,-,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,-,-,M,-,-,-,DISP,-,-,-,-,-,-,-,-,T2,-,T1,8.0,23.4375
4,person_1,-,CHX,-,T1,-,T1,-,CHX,-,-,-,-,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,-,COM,-,-,-,-,-,-,-,DISP,-,-,T2,-,T2,-,CHX,-,CHX,8.0,23.4375
5,person_4,COM,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,8.0,23.4375
6,person_7,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,-,-,-,-,8.0,23.4375
7,person_2,-,-,COM,-,M,-,COM,-,COM,-,-,-,-,-,COM,-,-,-,-,-,COM,-,M,-,-,-,COM,-,-,-,COM,-,-,-,M,-,-,-,M,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,T2,-,CHX,8.0,23.4375
8,person_11,M,-,-,-,-,-,M,-,M,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,8.0,23.4375
9,person_13,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T2,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,8.0,23.4375
10,person_6,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,M,-,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,M,-,COM,-,M,-,M,-,8.0,23.4375
11,person_10,-,T2,-,CHX,-,T2,-,-,-,-,-,-,DISP,-,M,-,-,-,M,-,M,-,-,-,M,-,-,-,COM,-,-,-,M,-,-,-,COM,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,8.0,23.4375
12,person_14,-,-,M,-,-,-,COM,-,DISP,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,DISP,-,-,T2,-,-,-,-,-,T2,-,-,-,-,-,-,DISP,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,COM,-,M,-,COM,-,COM,-,8.0,23.4375
13,person_8,M,-,-,-,M,-,M,-,-,-,COM,-,-,-,-,T2,-,-,-,-,-,T2,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,M,-,-,-,M,-,M,-,COM,-,-,-,-,T1,-,T1,-,CHX,-,T2,8.0,23.4375
0,person_9,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,COM,-,COM,-,-,-,-,-,COM,-,-,-,-,CHX,-,T2,-,-,10.0,21.4375
1,person_12,-,-,-,-,-,-,-,-,-,-,DISP,-,DISP,-,-,-,M,-,M,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,-,-,M,-,-,-,-,T2,-,CHX,-,CHX,-,T2,-,-,-,-,-,CHX,-,CHX,-,T1,-,T1,10.0,21.4375
2,person_5,-,-,-,-,-,-,M,-,M,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,CHX,-,-,-,-,COM,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,-,CHX,-,-,-,T1,-,CHX,10.0,21.4375
3,person_3,M,-,COM,-,COM,-,COM,-,-,-,M,-,DISP,-,-,-,-,-,-,-,COM,-,-,-,COM,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,T2,-,T2,10.0,21.4375
4,person_1,M,-,M,-,M,-,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,10.0,21.4375
5,person_4,M,-,M,-,COM,-,M,-,DISP,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,COM,-,COM,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,10.0,21.4375
