,Nurse,2022-08-01-mañana,2022-08-01-tarde,2022-08-02-mañana,2022-08-02-tarde,2022-08-03-mañana,2022-08-03-tarde,2022-08-04-mañana,2022-08-04-tarde,2022-08-05-mañana,2022-08-05-tarde,2022-08-06-mañana,2022-08-06-tarde,2022-08-07-mañana,2022-08-07-tarde,2022-08-08-mañana,2022-08-08-tarde,2022-08-09-mañana,2022-08-09-tarde,2022-08-10-mañana,2022-08-10-tarde,2022-08-11-mañana,2022-08-11-tarde,2022-08-12-mañana,2022-08-12-tarde,2022-08-13-mañana,2022-08-13-tarde,2022-08-14-mañana,2022-08-14-tarde,2022-08-15-mañana,2022-08-15-tarde,2022-08-16-mañana,2022-08-16-tarde,2022-08-17-mañana,2022-08-17-tarde,2022-08-18-mañana,2022-08-18-tarde,2022-08-19-mañana,2022-08-19-tarde,2022-08-20-mañana,2022-08-20-tarde,2022-08-21-mañana,2022-08-21-tarde,2022-08-22-mañana,2022-08-22-tarde,2022-08-23-mañana,2022-08-23-tarde,2022-08-24-mañana,2022-08-24-tarde,2022-08-25-mañana,2022-08-25-tarde,2022-08-26-mañana,2022-08-26-tarde,2022-08-27-mañana,2022-08-27-tarde,2022-08-28-mañana,2022-08-28-tarde,2022-08-29-mañana,2022-08-29-tarde,2022-08-30-mañana,2022-08-30-tarde,2022-08-31-mañana,2022-08-31-tarde,objective_1,objective_2
0,person_8,COM,-,-,-,COM,-,-,-,COM,-,DISP,-,-,-,-,-,-,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,-,CHX,-,T2,-,-,5.0,24.375
1,person_9,-,T2,-,T1,-,-,-,-,-,T1,-,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,T1,-,-,-,T1,-,CHX,-,CHX,5.0,24.375
2,person_1,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,CHX,-,T2,-,T1,-,T2,-,-,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,24.375
3,person_3,-,-,-,-,-,T1,-,-,-,T2,-,-,-,-,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,-,5.0,24.375
4,person_6,M,-,COM,-,-,-,COM,-,-,-,-,-,DISP,-,COM,-,COM,-,M,-,-,-,-,-,-,-,M,-,-,-,-,T2,-,-,-,T2,-,T1,-,-,-,-,COM,-,-,-,M,-,-,-,-,-,-,-,DISP,-,-,T2,-,-,-,T1,5.0,24.375
5,person_7,-,-,M,-,M,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,-,-,M,-,-,-,DISP,-,-,-,M,-,-,-,M,-,-,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,5.0,24.375
6,person_4,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,DISP,-,M,-,M,-,-,-,COM,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,COM,-,5.0,24.375
7,person_2,COM,-,COM,-,-,-,M,-,M,-,-,-,M,-,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,-,T1,-,T1,-,-,5.0,24.375
8,person_5,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,T1,-,-,-,CHX,-,T2,-,-,-,-,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,T2,5.0,24.375
9,person_11,-,CHX,-,CHX,-,T2,-,-,-,-,-,-,-,T1,-,CHX,-,T1,-,T2,-,-,-,CHX,-,-,-,T1,-,-,COM,-,M,-,COM,-,-,-,M,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,5.0,24.375
10,person_10,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,5.0,24.375
0,person_8,COM,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,-,-,-,-,COM,-,COM,-,M,-,DISP,-,-,-,-,T1,-,T1,-,-,-,T2,-,CHX,-,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,DISP,-,-,-,-,T1,-,-,-,CHX,7.0,22.4375
1,person_9,-,-,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,-,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,T1,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,COM,-,COM,-,M,-,7.0,22.4375
2,person_1,-,-,-,T2,-,T1,-,T1,-,T2,-,T1,-,-,-,-,-,T2,-,CHX,-,T2,-,T1,-,T1,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.0,22.4375
3,person_3,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,CHX,-,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,COM,-,COM,-,-,-,COM,-,DISP,-,-,-,-,T2,-,-,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,-,CHX,-,-,7.0,22.4375
4,person_6,-,T1,-,T1,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,-,M,-,-,-,-,-,-,-,DISP,-,-,-,-,-,-,-,M,-,M,-,-,-,DISP,-,COM,-,COM,-,-,-,-,-,-,-,-,-,DISP,-,-,T1,-,-,-,T1,7.0,22.4375
5,person_7,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,7.0,22.4375
6,person_4,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,COM,-,7.0,22.4375
7,person_2,COM,-,-,-,COM,-,COM,-,M,-,-,-,M,-,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,-,DISP,-,-,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,-,-,-,T1,-,-,-,T1,7.0,22.4375
8,person_5,-,T2,-,-,-,-,-,-,-,CHX,-,T1,-,-,COM,-,COM,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,-,-,CHX,-,-,-,T2,-,-,-,T1,-,T1,-,T2,-,CHX,-,T1,-,T1,-,-,-,-,-,CHX,-,T2,-,T2,7.0,22.4375
9,person_11,-,CHX,-,T1,-,-,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,T1,-,T2,-,T1,-,-,7.0,22.4375
10,person_10,-,T1,-,T2,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CHX,7.0,22.4375
