,Nurse,2023-03-01-mañana,2023-03-01-tarde,2023-03-02-mañana,2023-03-02-tarde,2023-03-03-mañana,2023-03-03-tarde,2023-03-04-mañana,2023-03-04-tarde,2023-03-05-mañana,2023-03-05-tarde,2023-03-06-mañana,2023-03-06-tarde,2023-03-07-mañana,2023-03-07-tarde,2023-03-08-mañana,2023-03-08-tarde,2023-03-09-mañana,2023-03-09-tarde,2023-03-10-mañana,2023-03-10-tarde,2023-03-11-mañana,2023-03-11-tarde,2023-03-12-mañana,2023-03-12-tarde,2023-03-13-mañana,2023-03-13-tarde,2023-03-14-mañana,2023-03-14-tarde,2023-03-15-mañana,2023-03-15-tarde,2023-03-16-mañana,2023-03-16-tarde,2023-03-17-mañana,2023-03-17-tarde,2023-03-18-mañana,2023-03-18-tarde,2023-03-19-mañana,2023-03-19-tarde,2023-03-20-mañana,2023-03-20-tarde,2023-03-21-mañana,2023-03-21-tarde,2023-03-22-mañana,2023-03-22-tarde,2023-03-23-mañana,2023-03-23-tarde,2023-03-24-mañana,2023-03-24-tarde,2023-03-25-mañana,2023-03-25-tarde,2023-03-26-mañana,2023-03-26-tarde,2023-03-27-mañana,2023-03-27-tarde,2023-03-28-mañana,2023-03-28-tarde,2023-03-29-mañana,2023-03-29-tarde,2023-03-30-mañana,2023-03-30-tarde,2023-03-31-mañana,2023-03-31-tarde,objective_1,objective_2
0,person_8,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,-,-,DISP,-,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,COM,-,4.0,11.5
1,person_4,-,-,-,CHX,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,M,-,4.0,11.5
2,person_2,M,-,M,-,COM,-,-,-,-,-,-,CHX,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,T1,-,-,COM,-,-,-,COM,-,COM,-,COM,-,4.0,11.5
3,person_3,COM,-,-,-,M,-,DISP,-,-,-,-,-,-,T2,-,T1,-,CHX,-,T1,-,-,-,-,COM,-,M,-,COM,-,M,-,-,-,-,-,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,T2,-,T2,4.0,11.5
4,person_11,COM,-,-,-,-,-,M,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,M,-,COM,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,4.0,11.5
5,person_6,M,-,COM,-,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,T2,-,T1,-,T2,-,T2,-,-,-,-,-,T1,-,T2,-,T2,-,-,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,-,4.0,11.5
6,person_7,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T1,-,CHX,-,T2,-,T1,-,T1,4.0,11.5
7,person_9,-,-,-,T2,-,T1,-,T1,-,-,-,T2,-,-,-,CHX,-,CHX,-,T1,-,T1,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,DISP,-,DISP,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,CHX,-,-,-,-,-,CHX,-,-,4.0,11.5
8,person_5,-,CHX,-,-,-,T2,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,T1,-,T1,-,-,-,-,-,T2,-,T2,-,-,-,T1,-,-,-,-,-,-,-,T1,-,T2,-,CHX,-,T1,4.0,11.5
9,person_1,-,T1,-,T1,-,CHX,-,-,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,M,-,M,-,COM,-,-,-,COM,-,M,-,-,-,M,-,M,-,COM,-,COM,-,-,-,M,-,DISP,-,-,-,-,CHX,-,T2,-,T2,-,-,-,T1,4.0,11.5
10,person_10,M,-,-,-,M,-,-,-,DISP,-,COM,-,M,-,-,-,COM,-,COM,-,DISP,-,-,-,COM,-,M,-,-,-,-,-,COM,-,-,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,T2,-,CHX,-,-,-,-,-,CHX,4.0,11.5
11,person_8,-,T1,-,T2,-,-,-,-,-,T1,-,T2,-,T2,-,CHX,-,-,-,T2,-,-,-,T1,-,T2,-,-,-,T2,-,T1,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,-,-,COM,-,6.0,10.25
12,person_4,-,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,6.0,10.25
13,person_2,M,-,M,-,COM,-,-,-,M,-,-,CHX,-,T1,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,CHX,6.0,10.25
14,person_3,COM,-,M,-,M,-,-,-,-,-,-,-,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,M,-,-,CHX,-,T2,-,T1,-,T1,-,T1,6.0,10.25
