,Nurse,2023-05-01-mañana,2023-05-01-tarde,2023-05-02-mañana,2023-05-02-tarde,2023-05-03-mañana,2023-05-03-tarde,2023-05-04-mañana,2023-05-04-tarde,2023-05-05-mañana,2023-05-05-tarde,2023-05-06-mañana,2023-05-06-tarde,2023-05-07-mañana,2023-05-07-tarde,2023-05-08-mañana,2023-05-08-tarde,2023-05-09-mañana,2023-05-09-tarde,2023-05-10-mañana,2023-05-10-tarde,2023-05-11-mañana,2023-05-11-tarde,2023-05-12-mañana,2023-05-12-tarde,2023-05-13-mañana,2023-05-13-tarde,2023-05-14-mañana,2023-05-14-tarde,2023-05-15-mañana,2023-05-15-tarde,2023-05-16-mañana,2023-05-16-tarde,2023-05-17-mañana,2023-05-17-tarde,2023-05-18-mañana,2023-05-18-tarde,2023-05-19-mañana,2023-05-19-tarde,2023-05-20-mañana,2023-05-20-tarde,2023-05-21-mañana,2023-05-21-tarde,2023-05-22-mañana,2023-05-22-tarde,2023-05-23-mañana,2023-05-23-tarde,2023-05-24-mañana,2023-05-24-tarde,2023-05-25-mañana,2023-05-25-tarde,2023-05-26-mañana,2023-05-26-tarde,2023-05-27-mañana,2023-05-27-tarde,2023-05-28-mañana,2023-05-28-tarde,2023-05-29-mañana,2023-05-29-tarde,2023-05-30-mañana,2023-05-30-tarde,2023-05-31-mañana,2023-05-31-tarde,objective_1,objective_2
0,person_5,DISP,-,M,-,COM,-,M,-,-,-,-,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,-,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,4.0,22.4375
1,person_11,M,-,COM,-,-,-,-,-,M,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,M,-,DISP,-,-,-,COM,-,-,-,COM,-,M,-,COM,-,M,-,-,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,-,-,-,-,-,-,T1,-,T2,4.0,22.4375
2,person_2,-,T1,-,T2,-,T2,-,T2,-,-,-,-,-,-,-,T2,-,T2,-,T2,-,T2,-,CHX,-,-,-,T1,-,T2,-,CHX,-,T2,-,T2,-,CHX,-,-,-,T1,-,-,COM,-,COM,-,M,-,M,-,-,-,-,-,M,-,COM,-,COM,-,4.0,22.4375
3,person_4,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,T2,-,T2,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0,22.4375
4,person_6,-,-,M,-,-,-,-,-,-,-,M,-,-,-,COM,-,M,-,-,-,-,-,COM,-,-,-,M,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,-,-,-,-,-,M,-,-,-,COM,-,-,-,-,-,M,-,-,CHX,-,T1,-,CHX,4.0,22.4375
5,person_10,-,-,-,T2,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,T2,-,T1,-,T2,-,-,-,-,-,T2,-,CHX,-,-,4.0,22.4375
6,person_1,-,-,-,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,-,T2,-,T1,-,CHX,-,T2,-,-,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,4.0,22.4375
7,person_8,-,-,M,-,-,-,-,-,COM,-,-,-,M,-,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,-,COM,-,COM,-,M,-,M,-,M,-,-,-,M,-,DISP,-,COM,-,M,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,4.0,22.4375
8,person_7,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,T1,-,T1,-,-,-,CHX,-,-,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,T2,-,-,4.0,22.4375
9,person_3,M,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,DISP,-,-,-,M,-,M,-,-,-,M,-,COM,-,DISP,-,-,-,COM,-,M,-,M,-,4.0,22.4375
10,person_9,-,-,-,T1,-,-,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,T2,-,T1,4.0,22.4375
11,person_5,-,-,M,-,COM,-,M,-,-,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,M,-,M,-,M,-,6.0,21.4375
12,person_11,DISP,-,-,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,-,-,-,-,-,-,-,-,DISP,-,-,-,-,-,-,-,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,-,T2,6.0,21.4375
13,person_2,-,-,-,CHX,-,T1,-,T2,-,-,-,-,-,T1,-,T2,-,T2,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,-,-,-,-,M,-,COM,-,COM,-,6.0,21.4375
14,person_4,-,-,-,T2,-,T2,-,CHX,-,T1,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0,21.4375
15,person_6,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,M,-,-,CHX,-,T1,-,CHX,6.0,21.4375
16,person_10,-,-,-,-,-,-,-,-,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,CHX,-,-,6.0,21.4375
17,person_1,-,-,-,-,-,T2,-,T1,-,T2,-,T1,-,-,-,CHX,-,T1,-,T1,-,CHX,-,T2,-,-,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,6.0,21.4375
18,person_8,-,-,-,-,-,-,-,-,-,-,-,-,M,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,-,-,-,-,-,-,DISP,-,-,T2,-,-,-,T1,6.0,21.4375
19,person_7,-,-,COM,-,-,-,-,-,COM,-,-,-,-,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,M,-,-,-,6.0,21.4375
20,person_3,M,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,-,-,M,-,DISP,-,-,-,COM,-,-,-,M,-,6.0,21.4375
21,person_9,-,T1,-,T1,-,-,-,-,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,T2,-,T1,6.0,21.4375
0,person_5,DISP,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,DISP,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,7.0,21.4375
1,person_11,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,-,-,-,COM,-,M,-,M,-,-,-,-,T2,-,T1,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,-,COM,-,M,-,M,-,DISP,-,-,-,COM,-,M,-,M,-,7.0,21.4375
2,person_2,-,-,-,CHX,-,CHX,-,T2,-,-,-,-,-,T1,-,T2,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,T1,-,-,COM,-,M,-,COM,-,COM,-,-,-,-,-,M,-,COM,-,-,-,7.0,21.4375
3,person_4,-,T1,-,T2,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,T2,-,T2,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.0,21.4375
4,person_6,DISP,-,M,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,M,-,-,-,COM,-,-,-,M,-,M,-,-,-,COM,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,-,CHX,-,-,-,CHX,7.0,21.4375
5,person_10,-,T1,-,-,-,-,-,CHX,-,-,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,T2,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,T1,-,-,-,T2,-,CHX,-,CHX,7.0,21.4375
6,person_1,-,T1,-,-,-,T2,-,T2,-,CHX,-,T1,-,-,-,CHX,-,T1,-,T1,-,CHX,-,T2,-,-,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,7.0,21.4375
7,person_8,-,-,-,-,-,-,M,-,COM,-,-,-,DISP,-,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,M,-,COM,-,7.0,21.4375
8,person_7,-,-,COM,-,M,-,COM,-,COM,-,-,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,-,DISP,-,-,T1,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T2,7.0,21.4375
9,person_3,M,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,-,M,-,M,-,-,-,COM,-,-,-,DISP,-,-,-,-,CHX,-,T2,-,T2,-,T2,-,-,-,-,COM,-,-,-,M,-,7.0,21.4375
10,person_9,-,-,-,T1,-,T2,-,T2,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,T2,-,T1,7.0,21.4375
