,Nurse,2022-02-01-mañana,2022-02-01-tarde,2022-02-02-mañana,2022-02-02-tarde,2022-02-03-mañana,2022-02-03-tarde,2022-02-04-mañana,2022-02-04-tarde,2022-02-05-mañana,2022-02-05-tarde,2022-02-06-mañana,2022-02-06-tarde,2022-02-07-mañana,2022-02-07-tarde,2022-02-08-mañana,2022-02-08-tarde,2022-02-09-mañana,2022-02-09-tarde,2022-02-10-mañana,2022-02-10-tarde,2022-02-11-mañana,2022-02-11-tarde,2022-02-12-mañana,2022-02-12-tarde,2022-02-13-mañana,2022-02-13-tarde,2022-02-14-mañana,2022-02-14-tarde,2022-02-15-mañana,2022-02-15-tarde,2022-02-16-mañana,2022-02-16-tarde,2022-02-17-mañana,2022-02-17-tarde,2022-02-18-mañana,2022-02-18-tarde,2022-02-19-mañana,2022-02-19-tarde,2022-02-20-mañana,2022-02-20-tarde,2022-02-21-mañana,2022-02-21-tarde,2022-02-22-mañana,2022-02-22-tarde,2022-02-23-mañana,2022-02-23-tarde,2022-02-24-mañana,2022-02-24-tarde,2022-02-25-mañana,2022-02-25-tarde,2022-02-26-mañana,2022-02-26-tarde,2022-02-27-mañana,2022-02-27-tarde,2022-02-28-mañana,2022-02-28-tarde,objective_1,objective_2
10,person_6,M,-,COM,-,COM,-,COM,-,M,-,-,-,-,T2,-,-,-,CHX,-,T2,-,T2,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,9.0,14.0625
11,person_8,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,T2,-,T2,-,-,-,T2,-,CHX,-,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,-,CHX,9.0,14.0625
12,person_1,M,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,DISP,-,-,-,-,-,COM,-,M,-,M,-,M,-,DISP,-,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,-,9.0,14.0625
13,person_5,COM,-,M,-,M,-,M,-,DISP,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,-,T2,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,-,-,9.0,14.0625
14,person_3,-,T2,-,T2,-,-,-,T2,-,T1,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,9.0,14.0625
15,person_9,-,-,-,CHX,-,-,-,-,-,-,-,T1,-,T1,-,T2,-,T2,-,T2,-,CHX,-,T1,-,-,COM,-,COM,-,-,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,-,-,-,-,COM,-,9.0,14.0625
16,person_2,-,T2,-,T1,-,CHX,-,T1,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,DISP,-,M,-,-,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,-,-,M,-,-,-,-,-,-,-,M,-,-,T2,9.0,14.0625
17,person_4,-,T1,-,T2,-,T2,-,-,-,-,-,-,COM,-,COM,-,COM,-,COM,-,COM,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,M,-,9.0,14.0625
18,person_7,-,CHX,-,T2,-,-,-,-,-,-,-,-,COM,-,COM,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,COM,-,-,-,-,-,M,-,M,-,-,-,-,-,M,-,DISP,-,-,-,-,T1,10.0,13.625
19,person_6,M,-,COM,-,M,-,M,-,-,-,-,-,-,T2,-,-,-,T1,-,T2,-,T2,-,T1,-,-,-,-,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,10.0,13.625
20,person_8,-,T1,-,T1,-,T1,-,T1,-,-,-,T1,-,-,-,CHX,-,T2,-,-,-,CHX,-,-,-,-,-,T1,-,T2,-,CHX,-,CHX,-,T2,-,-,-,-,-,T1,-,CHX,-,-,-,T2,-,-,-,T1,-,-,M,-,10.0,13.625
21,person_1,COM,-,M,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,-,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,M,-,COM,-,M,-,COM,-,COM,-,-,-,DISP,-,-,-,10.0,13.625
22,person_5,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,-,10.0,13.625
23,person_3,-,T2,-,-,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,T2,-,T2,-,T1,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,COM,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,10.0,13.625
24,person_9,COM,-,-,-,-,-,-,-,-,-,M,-,-,T2,-,T1,-,CHX,-,-,-,T1,-,T1,-,-,M,-,COM,-,-,-,COM,-,M,-,-,-,M,-,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,COM,-,10.0,13.625
25,person_2,M,-,COM,-,-,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,-,-,M,-,COM,-,DISP,-,-,-,-,T2,-,T2,-,T1,-,T2,-,T2,-,-,-,-,-,T2,10.0,13.625
26,person_4,-,CHX,-,CHX,-,T2,-,T2,-,-,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,-,-,-,T2,-,CHX,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,CHX,-,-,-,T1,-,CHX,10.0,13.625
27,person_7,-,-,-,-,-,-,COM,-,-,-,M,-,-,-,M,-,-,-,M,-,COM,-,DISP,-,-,-,-,CHX,-,T1,-,T1,-,-,-,T2,-,-,-,-,-,T2,-,CHX,-,-,-,-,-,T1,-,-,-,T1,-,T2,11.0,13.1875
28,person_6,COM,-,COM,-,COM,-,M,-,-,-,-,-,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,-,-,T2,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,11.0,13.1875
29,person_8,-,CHX,-,T1,-,T2,-,CHX,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T2,-,T1,-,-,-,T2,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,DISP,-,-,-,-,CHX,11.0,13.1875
30,person_1,M,-,M,-,COM,-,M,-,DISP,-,-,-,COM,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,M,-,DISP,-,-,-,-,CHX,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,11.0,13.1875
31,person_5,COM,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,T1,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,T1,11.0,13.1875
32,person_3,-,T1,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,T2,-,T2,-,T2,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,11.0,13.1875
33,person_9,M,-,-,-,M,-,-,-,-,-,DISP,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,T1,-,-,COM,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,-,-,M,-,11.0,13.1875
34,person_2,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,M,-,-,-,-,-,-,-,M,-,-,-,M,-,-,-,DISP,-,COM,-,COM,-,-,-,M,-,COM,-,-,-,DISP,-,-,T1,11.0,13.1875
35,person_4,-,-,-,T2,-,CHX,-,T2,-,-,-,-,COM,-,COM,-,M,-,-,-,M,-,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,T1,-,-,-,-,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,M,-,11.0,13.1875
36,person_7,-,T2,-,T1,-,-,-,T2,-,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,-,DISP,-,-,CHX,-,T2,-,-,-,-,-,T2,-,-,-,T1,-,T1,12.0,13.0625
37,person_6,M,-,COM,-,COM,-,M,-,-,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,T1,-,T1,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,T1,-,T1,-,-,-,-,12.0,13.0625
38,person_8,-,-,-,-,-,-,-,-,-,-,M,-,-,CHX,-,CHX,-,T2,-,T1,-,T2,-,-,-,-,-,CHX,-,T2,-,T2,-,-,-,T2,-,-,-,-,COM,-,-,-,COM,-,COM,-,COM,-,DISP,-,-,-,-,CHX,12.0,13.0625
39,person_1,M,-,M,-,M,-,COM,-,DISP,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,-,T2,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,12.0,13.0625
40,person_5,COM,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,T2,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,12.0,13.0625
41,person_3,-,CHX,-,CHX,-,T1,-,CHX,-,T1,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,12.0,13.0625
42,person_9,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,COM,-,COM,-,-,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,-,-,-,-,COM,-,12.0,13.0625
43,person_2,M,-,COM,-,COM,-,-,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,COM,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,T2,-,-,-,-,-,T2,12.0,13.0625
44,person_4,-,T1,-,-,-,T2,-,T2,-,-,-,-,-,-,-,T2,-,-,-,CHX,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,M,-,12.0,13.0625
45,person_7,-,T2,-,T1,-,-,-,-,-,T1,-,-,-,-,M,-,-,-,M,-,COM,-,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,T2,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,T2,-,-,-,T1,-,T1,13.0,12.625
46,person_6,M,-,COM,-,COM,-,M,-,-,-,DISP,-,-,T2,-,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,T1,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,-,COM,-,M,-,COM,-,-,-,DISP,-,-,CHX,13.0,12.625
47,person_8,-,CHX,-,T1,-,T1,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T2,-,-,-,-,-,CHX,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,COM,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,-,-,13.0,12.625
48,person_1,COM,-,M,-,M,-,COM,-,-,-,M,-,-,CHX,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,-,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,-,13.0,12.625
49,person_5,M,-,M,-,M,-,M,-,M,-,-,-,COM,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,13.0,12.625
50,person_3,-,T2,-,CHX,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,13.0,12.625
51,person_9,-,-,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,T1,-,CHX,-,T1,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,DISP,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,-,T2,13.0,12.625
52,person_2,M,-,COM,-,-,-,COM,-,DISP,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,-,-,COM,-,M,-,COM,-,M,-,-,-,-,T1,-,T1,-,T2,-,T2,-,T1,-,-,-,-,COM,-,13.0,12.625
53,person_4,-,T1,-,T2,-,CHX,-,T2,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,T1,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,T1,-,-,M,-,13.0,12.625
54,person_7,COM,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,-,-,M,-,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,T2,-,-,-,-,-,T2,14.0,12.1875
55,person_6,M,-,M,-,COM,-,M,-,M,-,-,-,-,T2,-,-,-,T1,-,T2,-,T2,-,-,-,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,T1,-,T2,-,T1,-,-,-,T1,-,-,14.0,12.1875
56,person_8,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,T2,-,-,-,-,-,T1,-,-,-,T2,-,T2,-,T2,-,T1,-,T1,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,CHX,14.0,12.1875
57,person_1,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,CHX,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,DISP,-,COM,-,14.0,12.1875
58,person_5,COM,-,COM,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,COM,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,T2,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,-,-,14.0,12.1875
59,person_3,-,T1,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T2,-,T2,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,-,M,-,M,-,COM,-,-,-,-,-,M,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,M,-,14.0,12.1875
60,person_9,-,T2,-,CHX,-,T2,-,T1,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,CHX,-,-,-,-,M,-,COM,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,-,T1,14.0,12.1875
61,person_2,-,T2,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,-,-,M,-,COM,-,COM,-,-,-,DISP,-,M,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,-,T2,14.0,12.1875
62,person_4,-,T1,-,CHX,-,T2,-,T2,-,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,T2,-,T1,-,-,M,-,14.0,12.1875
63,person_7,-,CHX,-,CHX,-,-,-,T2,-,T1,-,-,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,T2,-,T1,-,-,-,-,-,T2,-,-,-,T1,-,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,CHX,15.0,12.0625
64,person_6,M,-,M,-,COM,-,M,-,-,-,DISP,-,-,CHX,-,CHX,-,T1,-,T2,-,T2,-,-,-,T1,-,-,COM,-,COM,-,COM,-,M,-,-,-,DISP,-,-,CHX,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,15.0,12.0625
65,person_8,-,-,-,T1,-,-,-,CHX,-,-,-,-,-,T1,-,T1,-,T2,-,T1,-,T1,-,-,-,-,-,CHX,-,T2,-,CHX,-,T1,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,T1,15.0,12.0625
66,person_1,COM,-,M,-,M,-,M,-,DISP,-,-,-,COM,-,-,-,COM,-,M,-,COM,-,M,-,-,-,-,T2,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,COM,-,-,-,COM,-,COM,-,M,-,M,-,-,-,-,T1,15.0,12.0625
67,person_5,-,CHX,-,T1,-,T1,-,CHX,-,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,COM,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,COM,-,15.0,12.0625
68,person_3,-,T1,-,T2,-,T2,-,T2,-,T1,-,-,COM,-,M,-,M,-,M,-,-,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,T1,-,T2,-,T2,-,T1,-,CHX,-,T1,-,-,M,-,15.0,12.0625
69,person_9,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T2,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,COM,-,M,-,COM,-,-,-,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,-,-,-,-,M,-,15.0,12.0625
70,person_2,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T2,-,T1,-,CHX,-,T2,-,-,-,-,-,-,COM,-,15.0,12.0625
71,person_4,M,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,T2,-,T2,-,-,-,T1,-,T2,15.0,12.0625
72,person_7,-,T2,-,T1,-,-,-,T2,-,-,-,-,M,-,M,-,-,-,-,-,COM,-,M,-,-,-,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,-,-,-,-,T2,-,-,-,T1,-,T1,16.0,11.624999999999998
73,person_6,M,-,COM,-,COM,-,M,-,-,-,DISP,-,-,T2,-,-,-,T1,-,T2,-,T1,-,-,-,T1,-,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,COM,-,-,-,COM,-,M,-,COM,-,-,-,M,-,-,T1,16.0,11.624999999999998
74,person_8,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,T2,-,-,-,-,-,T2,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,COM,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,-,CHX,16.0,11.624999999999998
75,person_1,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,DISP,-,-,-,COM,-,-,-,COM,-,M,-,COM,-,-,-,DISP,-,COM,-,16.0,11.624999999999998
76,person_5,COM,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,T1,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,T2,16.0,11.624999999999998
77,person_3,-,T2,-,T1,-,T1,-,T1,-,T1,-,-,M,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,T1,-,-,-,-,-,T1,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,16.0,11.624999999999998
78,person_9,-,-,-,CHX,-,T2,-,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,T1,-,CHX,-,T1,-,-,COM,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,-,-,-,-,M,-,16.0,11.624999999999998
79,person_2,COM,-,-,-,M,-,COM,-,-,-,M,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,-,-,DISP,-,-,T2,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,T2,16.0,11.624999999999998
80,person_4,-,T1,-,T2,-,CHX,-,CHX,-,T1,-,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,-,T2,-,T1,-,T1,-,T2,-,T1,-,-,M,-,16.0,11.624999999999998
81,person_7,-,CHX,-,T1,-,-,-,T1,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,-,CHX,-,T1,-,T1,-,-,-,T2,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,-,-,T1,-,CHX,17.0,11.1875
82,person_6,M,-,M,-,COM,-,M,-,-,-,DISP,-,-,T2,-,T2,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T2,-,T1,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,-,COM,-,M,-,M,-,-,-,M,-,-,-,17.0,11.1875
83,person_8,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T1,-,T1,-,T2,-,T1,-,-,-,CHX,-,T2,-,T2,-,CHX,-,CHX,-,-,-,-,COM,-,COM,-,-,-,COM,-,COM,-,DISP,-,-,-,-,T2,17.0,11.1875
84,person_1,M,-,COM,-,M,-,COM,-,DISP,-,-,-,M,-,-,-,M,-,COM,-,M,-,-,-,DISP,-,M,-,COM,-,M,-,M,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,-,COM,-,17.0,11.1875
85,person_5,COM,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,-,CHX,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,T2,17.0,11.1875
86,person_3,-,CHX,-,T2,-,T2,-,-,-,T1,-,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,17.0,11.1875
87,person_9,-,T1,-,CHX,-,T1,-,T2,-,-,-,T1,-,T1,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,COM,-,-,-,-,-,-,T1,17.0,11.1875
