,Nurse,2023-07-01-mañana,2023-07-01-tarde,2023-07-02-mañana,2023-07-02-tarde,2023-07-03-mañana,2023-07-03-tarde,2023-07-04-mañana,2023-07-04-tarde,2023-07-05-mañana,2023-07-05-tarde,2023-07-06-mañana,2023-07-06-tarde,2023-07-07-mañana,2023-07-07-tarde,2023-07-08-mañana,2023-07-08-tarde,2023-07-09-mañana,2023-07-09-tarde,2023-07-10-mañana,2023-07-10-tarde,2023-07-11-mañana,2023-07-11-tarde,2023-07-12-mañana,2023-07-12-tarde,2023-07-13-mañana,2023-07-13-tarde,2023-07-14-mañana,2023-07-14-tarde,2023-07-15-mañana,2023-07-15-tarde,2023-07-16-mañana,2023-07-16-tarde,2023-07-17-mañana,2023-07-17-tarde,2023-07-18-mañana,2023-07-18-tarde,2023-07-19-mañana,2023-07-19-tarde,2023-07-20-mañana,2023-07-20-tarde,2023-07-21-mañana,2023-07-21-tarde,2023-07-22-mañana,2023-07-22-tarde,2023-07-23-mañana,2023-07-23-tarde,2023-07-24-mañana,2023-07-24-tarde,2023-07-25-mañana,2023-07-25-tarde,2023-07-26-mañana,2023-07-26-tarde,2023-07-27-mañana,2023-07-27-tarde,2023-07-28-mañana,2023-07-28-tarde,2023-07-29-mañana,2023-07-29-tarde,2023-07-30-mañana,2023-07-30-tarde,2023-07-31-mañana,2023-07-31-tarde,objective_1,objective_2
0,person_9,M,-,-,-,COM,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,T2,-,T2,-,T2,-,CHX,-,-,-,-,-,-,COM,-,M,-,COM,-,COM,-,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,-,-,M,-,M,-,8.0,11.625
1,person_8,-,-,M,-,M,-,-,-,-,-,COM,-,M,-,-,-,COM,-,-,CHX,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,-,-,COM,-,-,-,DISP,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,-,CHX,8.0,11.625
2,person_4,-,-,-,-,DISP,-,COM,-,COM,-,-,-,COM,-,COM,-,-,-,COM,-,COM,-,-,-,-,-,COM,-,M,-,-,-,M,-,-,-,COM,-,-,-,M,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,COM,-,-,-,M,-,-,T1,8.0,11.625
3,person_1,-,-,DISP,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,COM,-,COM,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,M,-,-,-,-,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,8.0,11.625
4,person_10,M,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,COM,-,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,-,-,-,T1,8.0,11.625
5,person_5,-,-,M,-,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,-,-,COM,-,M,-,-,-,-,-,COM,-,M,-,-,-,-,CHX,8.0,11.625
6,person_3,-,-,COM,-,-,-,-,CHX,-,T1,-,T2,-,-,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,DISP,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,-,-,-,-,COM,-,-,T2,8.0,11.625
7,person_2,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,M,-,-,-,-,T2,-,T1,-,CHX,-,T1,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,T1,-,-,-,T1,-,-,8.0,11.625
8,person_7,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,-,-,CHX,-,T2,-,CHX,-,T1,-,-,-,CHX,-,-,-,CHX,-,-,-,CHX,-,T1,-,-,-,T1,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,M,-,8.0,11.625
9,person_12,-,-,-,T1,-,-,-,-,M,-,-,-,-,-,-,-,DISP,-,COM,-,M,-,-,-,-,-,COM,-,-,-,M,-,-,T2,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,DISP,-,-,CHX,8.0,11.625
10,person_14,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,COM,-,-,CHX,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,-,-,M,-,COM,-,-,-,COM,-,8.0,11.625
11,person_6,-,T1,-,-,-,-,-,CHX,-,CHX,-,-,-,T2,-,-,-,T1,-,CHX,-,CHX,-,-,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,-,-,-,-,T2,-,-,-,-,-,T2,-,CHX,-,CHX,-,T2,-,T2,-,-,-,T1,-,-,8.0,11.625
12,person_13,COM,-,-,-,-,-,M,-,COM,-,-,-,M,-,-,-,M,-,-,T1,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,DISP,-,-,CHX,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,8.0,11.625
13,person_11,-,-,-,-,-,T1,-,T2,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,-,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,COM,-,8.0,11.625
14,person_9,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,COM,-,COM,-,-,-,-,T2,10.0,10.625
15,person_8,-,-,-,-,DISP,-,COM,-,-,-,COM,-,M,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,COM,-,M,-,-,-,M,-,COM,-,-,-,M,-,COM,-,-,-,COM,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,T1,10.0,10.625
16,person_4,M,-,-,-,-,-,M,-,M,-,-,-,COM,-,-,-,DISP,-,M,-,-,-,-,-,-,-,M,-,M,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,COM,-,COM,-,-,-,-,-,M,-,-,-,COM,-,COM,-,10.0,10.625
17,person_1,-,-,M,-,-,T1,-,T1,-,-,-,CHX,-,CHX,-,-,-,-,COM,-,COM,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,M,-,-,-,-,-,M,-,DISP,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,-,CHX,10.0,10.625
18,person_10,-,-,COM,-,DISP,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,CHX,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,CHX,10.0,10.625
19,person_5,-,-,DISP,-,M,-,M,-,-,-,M,-,M,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,DISP,-,M,-,M,-,-,-,-,-,M,-,DISP,-,-,-,-,T1,10.0,10.625
20,person_3,-,-,M,-,COM,-,M,-,M,-,COM,-,-,-,M,-,-,-,-,CHX,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,M,-,-,-,COM,-,M,-,M,-,M,-,-,-,-,-,DISP,-,-,CHX,10.0,10.625
