,Nurse,2022-02-01-mañana,2022-02-01-tarde,2022-02-02-mañana,2022-02-02-tarde,2022-02-03-mañana,2022-02-03-tarde,2022-02-04-mañana,2022-02-04-tarde,2022-02-05-mañana,2022-02-05-tarde,2022-02-06-mañana,2022-02-06-tarde,2022-02-07-mañana,2022-02-07-tarde,2022-02-08-mañana,2022-02-08-tarde,2022-02-09-mañana,2022-02-09-tarde,2022-02-10-mañana,2022-02-10-tarde,2022-02-11-mañana,2022-02-11-tarde,2022-02-12-mañana,2022-02-12-tarde,2022-02-13-mañana,2022-02-13-tarde,2022-02-14-mañana,2022-02-14-tarde,2022-02-15-mañana,2022-02-15-tarde,2022-02-16-mañana,2022-02-16-tarde,2022-02-17-mañana,2022-02-17-tarde,2022-02-18-mañana,2022-02-18-tarde,2022-02-19-mañana,2022-02-19-tarde,2022-02-20-mañana,2022-02-20-tarde,2022-02-21-mañana,2022-02-21-tarde,2022-02-22-mañana,2022-02-22-tarde,2022-02-23-mañana,2022-02-23-tarde,2022-02-24-mañana,2022-02-24-tarde,2022-02-25-mañana,2022-02-25-tarde,2022-02-26-mañana,2022-02-26-tarde,2022-02-27-mañana,2022-02-27-tarde,2022-02-28-mañana,2022-02-28-tarde,objective_1,objective_2
19,person_2,COM,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T1,6.0,12.0625
20,person_9,-,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,-,-,M,-,COM,-,-,-,-,T1,-,T1,-,T2,-,T1,-,T2,-,-,-,-,M,-,M,-,-,-,-,-,M,-,DISP,-,-,-,-,CHX,6.0,12.0625
21,person_4,-,T1,-,T2,-,T1,-,T2,-,-,-,T1,-,T1,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,-,T2,-,T2,-,T1,-,T1,-,T2,-,T1,-,-,-,T2,6.0,12.0625
22,person_5,COM,-,COM,-,COM,-,M,-,DISP,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,-,CHX,-,-,-,T1,-,CHX,-,-,-,T1,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,-,-,COM,-,6.0,12.0625
23,person_8,M,-,COM,-,-,-,-,-,M,-,-,-,M,-,COM,-,M,-,COM,-,-,-,-,-,DISP,-,M,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,M,-,6.0,12.0625
24,person_6,-,T1,-,T1,-,T2,-,T1,-,-,-,-,COM,-,M,-,COM,-,M,-,M,-,M,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,-,CHX,6.0,12.0625
25,person_1,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,COM,-,M,-,COM,-,M,-,M,-,-,-,M,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,M,-,6.0,12.0625
26,person_3,-,T2,-,-,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,DISP,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,-,-,-,CHX,6.0,12.0625
27,person_7,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,-,-,CHX,-,T2,-,T2,-,T2,-,T1,-,-,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,T2,-,T1,-,CHX,-,-,-,-,-,-,7.0,11.625
28,person_2,COM,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,7.0,11.625
29,person_9,-,-,COM,-,M,-,M,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,-,T1,-,T1,-,T2,-,-,-,T2,-,-,-,-,-,CHX,-,T2,-,CHX,-,T1,-,CHX,-,-,-,-,COM,-,7.0,11.625
30,person_4,-,CHX,-,T1,-,CHX,-,T2,-,-,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,T2,-,T1,-,-,M,-,7.0,11.625
31,person_5,COM,-,M,-,COM,-,-,-,DISP,-,-,-,-,T1,-,CHX,-,T1,-,-,-,CHX,-,-,-,-,-,T2,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,T2,-,CHX,-,-,-,T2,-,T1,-,-,-,T1,-,T1,7.0,11.625
32,person_8,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,-,T2,-,CHX,-,T1,-,T1,-,T2,-,-,-,-,M,-,COM,-,-,-,-,-,M,-,M,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,-,T1,7.0,11.625
33,person_6,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,-,T2,7.0,11.625
34,person_1,M,-,COM,-,COM,-,-,-,-,-,DISP,-,-,T1,-,T1,-,CHX,-,CHX,-,T2,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,M,-,-,CHX,7.0,11.625
35,person_3,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,CHX,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,T1,7.0,11.625
36,person_7,-,T2,-,T1,-,T2,-,T2,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,T2,-,-,-,T1,-,-,-,CHX,-,T1,-,T1,-,CHX,-,-,-,T1,-,CHX,-,T1,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,8.0,11.4375
37,person_2,COM,-,M,-,-,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,8.0,11.4375
38,person_9,-,-,COM,-,M,-,M,-,-,-,DISP,-,-,T2,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,T2,-,CHX,-,-,-,-,COM,-,-,-,-,-,COM,-,M,-,M,-,-,-,-,T1,8.0,11.4375
39,person_4,-,CHX,-,T2,-,CHX,-,T1,-,T1,-,-,-,T1,-,T2,-,CHX,-,T1,-,T2,-,T1,-,-,-,T2,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,T1,-,T2,-,T1,-,-,COM,-,8.0,11.4375
40,person_5,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T2,-,CHX,-,-,-,-,COM,-,-,-,-,-,M,-,-,-,-,-,DISP,-,-,T1,-,T2,-,T1,-,T2,-,T1,-,-,-,-,-,T1,8.0,11.4375
41,person_8,M,-,-,-,M,-,-,-,M,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,DISP,-,M,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,T2,-,-,-,CHX,-,T1,-,CHX,-,-,-,-,-,T2,8.0,11.4375
42,person_6,-,T1,-,T2,-,T2,-,-,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,M,-,-,-,COM,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,CHX,8.0,11.4375
43,person_1,COM,-,M,-,M,-,-,-,-,-,M,-,COM,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,T1,-,CHX,-,T1,-,T2,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,T2,8.0,11.4375
44,person_3,M,-,-,-,COM,-,COM,-,DISP,-,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,-,-,-,COM,-,COM,-,M,-,COM,-,DISP,-,-,-,M,-,8.0,11.4375
45,person_7,-,T1,-,T2,-,T2,-,T2,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,T2,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,T2,-,-,-,T1,-,T2,9.0,11.1875
46,person_2,M,-,M,-,COM,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,T2,-,T2,-,-,-,CHX,-,T1,-,-,-,-,M,-,9.0,11.1875
47,person_9,-,-,COM,-,M,-,M,-,-,-,M,-,-,-,COM,-,-,-,M,-,-,-,M,-,-,-,-,T1,-,T2,-,CHX,-,T1,-,CHX,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,CHX,9.0,11.1875
48,person_4,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T2,-,CHX,-,T2,-,CHX,-,T2,-,T1,-,-,-,T2,-,CHX,-,T1,-,T2,-,T1,-,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,T2,-,T1,-,-,COM,-,9.0,11.1875
49,person_5,-,T2,-,CHX,-,T1,-,T1,-,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,-,-,DISP,-,COM,-,COM,-,M,-,M,-,-,-,-,-,DISP,-,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,-,T1,9.0,11.1875
50,person_8,COM,-,-,-,-,-,-,-,DISP,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,CHX,-,T2,-,T1,-,T1,-,CHX,-,-,-,-,M,-,9.0,11.1875
51,person_6,-,CHX,-,T1,-,T2,-,CHX,-,-,-,T1,-,T1,-,T2,-,CHX,-,T1,-,CHX,-,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,M,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,DISP,-,-,T1,9.0,11.1875
52,person_1,M,-,M,-,M,-,M,-,-,-,COM,-,-,CHX,-,T2,-,T2,-,T2,-,T1,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,T1,9.0,11.1875
53,person_3,COM,-,-,-,COM,-,COM,-,M,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,T2,-,T1,-,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,-,-,-,-,9.0,11.1875
0,person_7,-,T2,-,T2,-,T2,-,CHX,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,T2,-,-,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,T2,-,-,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,T1,-,CHX,10.0,11.0625
1,person_2,-,-,M,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,CHX,10.0,11.0625
2,person_9,-,-,COM,-,M,-,M,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,M,-,COM,-,M,-,M,-,COM,-,-,-,DISP,-,COM,-,M,-,M,-,-,-,M,-,DISP,-,-,-,-,T2,10.0,11.0625
3,person_4,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,T2,-,T1,-,T1,-,T1,-,CHX,-,T1,-,-,-,T2,-,CHX,-,T2,-,T2,-,CHX,-,-,-,-,-,T2,-,CHX,-,T1,-,T1,-,T2,-,T1,-,-,COM,-,10.0,11.0625
4,person_5,COM,-,M,-,M,-,COM,-,-,-,M,-,-,T1,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,-,-,M,-,-,T1,-,T2,-,-,-,T2,-,T2,-,-,-,-,-,T1,10.0,11.0625
5,person_8,M,-,-,-,M,-,M,-,M,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,10.0,11.0625
6,person_6,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,COM,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,COM,-,-,-,M,-,COM,-,10.0,11.0625
7,person_1,-,CHX,-,CHX,-,T1,-,T2,-,-,-,T1,-,T1,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,COM,-,10.0,11.0625
8,person_3,M,-,-,-,COM,-,COM,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,-,-,T1,-,T1,-,T2,-,T1,-,-,-,-,COM,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,10.0,11.0625
