,Nurse,2023-01-01-mañana,2023-01-01-tarde,2023-01-02-mañana,2023-01-02-tarde,2023-01-03-mañana,2023-01-03-tarde,2023-01-04-mañana,2023-01-04-tarde,2023-01-05-mañana,2023-01-05-tarde,2023-01-06-mañana,2023-01-06-tarde,2023-01-07-mañana,2023-01-07-tarde,2023-01-08-mañana,2023-01-08-tarde,2023-01-09-mañana,2023-01-09-tarde,2023-01-10-mañana,2023-01-10-tarde,2023-01-11-mañana,2023-01-11-tarde,2023-01-12-mañana,2023-01-12-tarde,2023-01-13-mañana,2023-01-13-tarde,2023-01-14-mañana,2023-01-14-tarde,2023-01-15-mañana,2023-01-15-tarde,2023-01-16-mañana,2023-01-16-tarde,2023-01-17-mañana,2023-01-17-tarde,2023-01-18-mañana,2023-01-18-tarde,2023-01-19-mañana,2023-01-19-tarde,2023-01-20-mañana,2023-01-20-tarde,2023-01-21-mañana,2023-01-21-tarde,2023-01-22-mañana,2023-01-22-tarde,2023-01-23-mañana,2023-01-23-tarde,2023-01-24-mañana,2023-01-24-tarde,2023-01-25-mañana,2023-01-25-tarde,2023-01-26-mañana,2023-01-26-tarde,2023-01-27-mañana,2023-01-27-tarde,2023-01-28-mañana,2023-01-28-tarde,2023-01-29-mañana,2023-01-29-tarde,2023-01-30-mañana,2023-01-30-tarde,2023-01-31-mañana,2023-01-31-tarde,objective_1,objective_2
10,person_10,-,T1,-,-,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,COM,-,COM,-,2.0,22.4375
11,person_5,-,-,-,-,-,-,-,T2,-,-,-,-,-,T1,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,T2,-,-,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,-,4.0,21.4375
12,person_2,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,-,COM,-,M,-,COM,-,-,-,-,-,COM,-,COM,-,COM,-,COM,-,COM,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,4.0,21.4375
13,person_3,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,T1,-,-,-,T1,-,T2,-,T2,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0,21.4375
14,person_6,-,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,-,T1,-,T2,-,CHX,-,CHX,-,T2,-,-,-,-,M,-,M,-,-,-,M,-,-,-,-,-,DISP,-,-,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,T2,-,T2,4.0,21.4375
15,person_11,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,DISP,-,M,-,M,-,M,-,-,-,-,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,-,-,4.0,21.4375
16,person_8,-,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,DISP,-,M,-,M,-,-,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,DISP,-,M,-,M,-,4.0,21.4375
17,person_9,-,T1,-,-,M,-,COM,-,M,-,COM,-,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,4.0,21.4375
18,person_1,-,-,-,-,-,T2,-,-,-,CHX,-,T2,-,-,-,T1,-,-,-,-,-,T2,-,-,-,CHX,-,-,-,-,-,CHX,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T2,-,T1,-,T2,-,CHX,-,T2,-,T1,-,-,-,CHX,-,CHX,4.0,21.4375
19,person_4,DISP,-,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,COM,-,-,-,-,-,-,-,COM,-,M,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,COM,-,4.0,21.4375
20,person_7,M,-,-,-,-,-,-,-,-,-,M,-,DISP,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,-,T1,-,T1,-,-,-,T2,-,T1,-,-,-,-,COM,-,-,-,-,-,-,-,-,-,DISP,-,-,-,COM,-,M,-,4.0,21.4375
21,person_10,-,-,-,CHX,-,T1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,T2,-,T1,-,T1,-,-,-,-,-,CHX,-,T2,-,-,-,T2,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,-,T1,-,CHX,4.0,21.4375
0,person_5,-,-,-,-,-,-,-,T2,-,-,-,-,-,T1,-,-,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,-,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,5.0,21.4375
1,person_2,-,T1,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,-,-,-,-,COM,-,COM,-,COM,-,COM,-,COM,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,T1,-,T2,-,T1,5.0,21.4375
2,person_3,-,T1,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,T1,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,21.4375
3,person_6,-,-,COM,-,-,-,COM,-,COM,-,M,-,-,-,M,-,DISP,-,COM,-,-,-,M,-,-,-,DISP,-,-,-,-,T2,-,T1,-,-,-,CHX,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,T2,5.0,21.4375
4,person_11,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,5.0,21.4375
5,person_8,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,M,-,-,-,-,-,M,-,-,-,M,-,M,-,5.0,21.4375
6,person_9,-,CHX,-,-,M,-,COM,-,M,-,COM,-,-,-,-,-,-,T1,-,T2,-,T1,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,5.0,21.4375
7,person_1,-,-,-,-,-,T2,-,T1,-,T1,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,CHX,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T2,-,T1,-,T2,-,CHX,-,T2,-,T1,-,-,-,CHX,-,CHX,5.0,21.4375
8,person_4,DISP,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,COM,-,COM,-,-,-,DISP,-,-,-,M,-,5.0,21.4375
9,person_7,-,-,-,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,M,-,-,-,-,-,-,-,DISP,-,-,-,-,-,-,-,-,-,M,-,M,-,DISP,-,-,-,COM,-,COM,-,5.0,21.4375
10,person_10,-,-,-,CHX,-,T1,-,-,-,T2,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,T2,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,-,-,T1,-,T1,-,-,5.0,21.4375
