,Nurse,2023-10-01-mañana,2023-10-01-tarde,2023-10-02-mañana,2023-10-02-tarde,2023-10-03-mañana,2023-10-03-tarde,2023-10-04-mañana,2023-10-04-tarde,2023-10-05-mañana,2023-10-05-tarde,2023-10-06-mañana,2023-10-06-tarde,2023-10-07-mañana,2023-10-07-tarde,2023-10-08-mañana,2023-10-08-tarde,2023-10-09-mañana,2023-10-09-tarde,2023-10-10-mañana,2023-10-10-tarde,2023-10-11-mañana,2023-10-11-tarde,2023-10-12-mañana,2023-10-12-tarde,2023-10-13-mañana,2023-10-13-tarde,2023-10-14-mañana,2023-10-14-tarde,2023-10-15-mañana,2023-10-15-tarde,2023-10-16-mañana,2023-10-16-tarde,2023-10-17-mañana,2023-10-17-tarde,2023-10-18-mañana,2023-10-18-tarde,2023-10-19-mañana,2023-10-19-tarde,2023-10-20-mañana,2023-10-20-tarde,2023-10-21-mañana,2023-10-21-tarde,2023-10-22-mañana,2023-10-22-tarde,2023-10-23-mañana,2023-10-23-tarde,2023-10-24-mañana,2023-10-24-tarde,2023-10-25-mañana,2023-10-25-tarde,2023-10-26-mañana,2023-10-26-tarde,2023-10-27-mañana,2023-10-27-tarde,2023-10-28-mañana,2023-10-28-tarde,2023-10-29-mañana,2023-10-29-tarde,2023-10-30-mañana,2023-10-30-tarde,2023-10-31-mañana,2023-10-31-tarde,objective_1,objective_2
0,person_3,M,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,-,CHX,-,T1,-,CHX,-,-,-,CHX,-,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,-,-,M,-,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,-,-,T2,-,T1,4.0,11.3125
1,person_5,-,T1,-,-,-,-,COM,-,-,-,M,-,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,T2,-,T1,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,-,CHX,4.0,11.3125
2,person_4,-,T1,-,T2,-,T1,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T2,-,T2,-,-,-,CHX,-,T1,-,-,-,T1,-,-,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,T1,4.0,11.3125
3,person_10,M,-,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T2,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,CHX,-,-,-,-,COM,-,COM,-,M,-,-,-,-,-,M,-,-,-,-,T1,-,T1,4.0,11.3125
4,person_9,DISP,-,M,-,M,-,-,-,COM,-,M,-,M,-,-,-,M,-,-,-,COM,-,COM,-,M,-,-,-,M,-,-,-,-,T1,-,CHX,-,T2,-,T2,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,M,-,M,-,4.0,11.3125
5,person_7,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,-,COM,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,T1,-,T1,-,-,-,-,-,CHX,-,-,-,-,COM,-,M,-,4.0,11.3125
6,person_8,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,DISP,-,M,-,M,-,M,-,-,-,-,-,-,-,DISP,-,-,-,-,-,M,-,-,-,COM,-,DISP,-,-,-,M,-,M,-,-,-,M,-,M,-,DISP,-,-,-,-,CHX,-,CHX,4.0,11.3125
7,person_1,M,-,-,CHX,-,-,-,T2,-,T2,-,T2,-,-,-,-,COM,-,COM,-,-,-,-,-,COM,-,DISP,-,-,-,M,-,COM,-,-,-,M,-,-,-,-,-,DISP,-,-,T1,-,T1,-,-,-,T2,-,T2,-,-,-,-,M,-,COM,-,4.0,11.3125
8,person_6,-,T1,-,-,-,CHX,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,-,-,T2,-,CHX,-,CHX,-,T1,-,T1,-,-,-,CHX,-,T2,4.0,11.3125
9,person_2,-,-,COM,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,COM,-,-,-,-,-,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,-,M,-,M,-,COM,-,-,-,M,-,-,-,-,T1,4.0,11.3125
10,person_3,M,-,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,DISP,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,-,-,M,-,-,CHX,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,T2,-,T1,6.0,9.3125
11,person_5,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,-,-,T1,-,T2,-,T1,-,T1,-,-,-,-,-,T1,-,T2,-,CHX,6.0,9.3125
12,person_4,-,T1,-,T2,-,T1,-,T2,-,T1,-,CHX,-,T1,-,-,-,T2,-,T1,-,CHX,-,T2,-,T2,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,T2,-,-,-,-,-,T2,-,CHX,-,-,-,CHX,-,CHX,-,-,-,T1,-,T2,-,-,6.0,9.3125
13,person_10,M,-,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,-,-,-,CHX,-,T2,-,T1,-,CHX,-,CHX,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,M,-,-,T1,-,CHX,6.0,9.3125
14,person_9,DISP,-,M,-,M,-,COM,-,COM,-,M,-,DISP,-,-,-,M,-,M,-,COM,-,COM,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,CHX,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,M,-,M,-,6.0,9.3125
