,Nurse,2022-12-01-mañana,2022-12-01-tarde,2022-12-02-mañana,2022-12-02-tarde,2022-12-03-mañana,2022-12-03-tarde,2022-12-04-mañana,2022-12-04-tarde,2022-12-05-mañana,2022-12-05-tarde,2022-12-06-mañana,2022-12-06-tarde,2022-12-07-mañana,2022-12-07-tarde,2022-12-08-mañana,2022-12-08-tarde,2022-12-09-mañana,2022-12-09-tarde,2022-12-10-mañana,2022-12-10-tarde,2022-12-11-mañana,2022-12-11-tarde,2022-12-12-mañana,2022-12-12-tarde,2022-12-13-mañana,2022-12-13-tarde,2022-12-14-mañana,2022-12-14-tarde,2022-12-15-mañana,2022-12-15-tarde,2022-12-16-mañana,2022-12-16-tarde,2022-12-17-mañana,2022-12-17-tarde,2022-12-18-mañana,2022-12-18-tarde,2022-12-19-mañana,2022-12-19-tarde,2022-12-20-mañana,2022-12-20-tarde,2022-12-21-mañana,2022-12-21-tarde,2022-12-22-mañana,2022-12-22-tarde,2022-12-23-mañana,2022-12-23-tarde,2022-12-24-mañana,2022-12-24-tarde,2022-12-25-mañana,2022-12-25-tarde,2022-12-26-mañana,2022-12-26-tarde,2022-12-27-mañana,2022-12-27-tarde,2022-12-28-mañana,2022-12-28-tarde,2022-12-29-mañana,2022-12-29-tarde,2022-12-30-mañana,2022-12-30-tarde,2022-12-31-mañana,2022-12-31-tarde,objective_1,objective_2
0,person_7,-,CHX,-,T1,-,-,-,-,-,CHX,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,T1,-,T1,-,CHX,-,-,-,-,-,T2,-,T2,-,T2,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,T1,2.0,12.625
1,person_1,M,-,M,-,COM,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,DISP,-,-,-,M,-,M,-,-,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,CHX,-,CHX,-,-,-,CHX,-,CHX,-,-,2.0,12.625
2,person_9,-,-,-,-,DISP,-,-,-,M,-,-,-,M,-,DISP,-,-,-,M,-,-,-,-,-,-,T2,-,T2,-,CHX,-,T2,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,M,-,-,T1,-,-,-,T2,-,T1,-,T2,-,-,2.0,12.625
3,person_4,COM,-,M,-,M,-,-,-,-,T2,-,-,-,T1,-,-,-,CHX,-,-,-,-,-,-,-,-,M,-,COM,-,COM,-,-,-,DISP,-,-,CHX,-,T1,-,T1,-,-,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,-,2.0,12.625
4,person_8,M,-,M,-,-,-,M,-,-,-,-,T2,-,T1,-,T1,-,T2,-,-,-,-,-,T1,-,-,-,-,-,-,-,T2,-,-,-,-,-,-,-,-,M,-,M,-,-,-,DISP,-,-,-,-,T2,-,T1,-,T1,-,T2,-,CHX,-,-,2.0,12.625
5,person_6,COM,-,COM,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,-,-,-,M,-,M,-,DISP,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,T2,-,-,-,-,M,-,-,-,M,-,COM,-,COM,-,DISP,-,2.0,12.625
6,person_3,-,T1,-,CHX,-,-,-,-,-,-,M,-,COM,-,DISP,-,M,-,-,-,DISP,-,COM,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,2.0,12.625
7,person_2,-,T2,-,T2,-,-,-,T1,-,T2,-,CHX,-,CHX,-,-,-,CHX,-,T1,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,T1,-,-,-,-,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,2.0,12.625
8,person_10,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,-,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,CHX,-,T2,-,T1,-,T1,-,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,2.0,12.625
9,person_5,M,-,-,-,-,-,DISP,-,-,T1,-,T1,-,T1,-,-,-,T1,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,-,COM,-,-,T1,-,CHX,-,T1,-,T1,-,CHX,-,-,-,-,M,-,M,-,COM,-,-,-,-,-,M,-,2.0,12.625
