,Nurse,2022-12-01-mañana,2022-12-01-tarde,2022-12-02-mañana,2022-12-02-tarde,2022-12-03-mañana,2022-12-03-tarde,2022-12-04-mañana,2022-12-04-tarde,2022-12-05-mañana,2022-12-05-tarde,2022-12-06-mañana,2022-12-06-tarde,2022-12-07-mañana,2022-12-07-tarde,2022-12-08-mañana,2022-12-08-tarde,2022-12-09-mañana,2022-12-09-tarde,2022-12-10-mañana,2022-12-10-tarde,2022-12-11-mañana,2022-12-11-tarde,2022-12-12-mañana,2022-12-12-tarde,2022-12-13-mañana,2022-12-13-tarde,2022-12-14-mañana,2022-12-14-tarde,2022-12-15-mañana,2022-12-15-tarde,2022-12-16-mañana,2022-12-16-tarde,2022-12-17-mañana,2022-12-17-tarde,2022-12-18-mañana,2022-12-18-tarde,2022-12-19-mañana,2022-12-19-tarde,2022-12-20-mañana,2022-12-20-tarde,2022-12-21-mañana,2022-12-21-tarde,2022-12-22-mañana,2022-12-22-tarde,2022-12-23-mañana,2022-12-23-tarde,2022-12-24-mañana,2022-12-24-tarde,2022-12-25-mañana,2022-12-25-tarde,2022-12-26-mañana,2022-12-26-tarde,2022-12-27-mañana,2022-12-27-tarde,2022-12-28-mañana,2022-12-28-tarde,2022-12-29-mañana,2022-12-29-tarde,2022-12-30-mañana,2022-12-30-tarde,2022-12-31-mañana,2022-12-31-tarde,objective_1,objective_2
0,person_13,M,-,M,-,DISP,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,M,-,-,T1,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,M,-,-,-,M,-,COM,-,-,-,M,-,M,-,M,-,9.0,12.5625
1,person_9,-,-,-,CHX,-,T1,-,-,-,CHX,-,T2,-,-,-,T1,-,T2,-,-,-,-,COM,-,M,-,-,-,M,-,COM,-,-,-,COM,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,T2,-,T2,-,-,-,CHX,-,T1,9.0,12.5625
2,person_8,COM,-,M,-,-,-,COM,-,M,-,M,-,COM,-,-,-,-,-,DISP,-,-,-,-,T2,-,T1,-,-,-,CHX,-,T2,-,-,-,-,COM,-,COM,-,M,-,-,-,M,-,-,-,DISP,-,M,-,COM,-,-,-,M,-,COM,-,M,-,9.0,12.5625
3,person_2,-,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,COM,-,COM,-,COM,-,-,-,COM,-,COM,-,-,-,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,-,-,-,CHX,-,T2,-,-,-,-,-,CHX,-,-,9.0,12.5625
4,person_4,-,-,-,-,M,-,-,-,-,-,-,CHX,-,T2,-,-,-,T2,-,-,-,-,COM,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,-,-,COM,-,M,-,COM,-,COM,-,-,-,COM,-,-,-,M,-,M,-,-,-,COM,-,9.0,12.5625
5,person_5,M,-,M,-,M,-,-,-,-,-,COM,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,COM,-,-,-,COM,-,-,-,DISP,-,M,-,COM,-,COM,-,-,-,M,-,-,-,COM,-,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,-,9.0,12.5625
6,person_7,-,T2,-,CHX,-,-,-,T1,-,T1,-,-,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,T2,-,T1,-,T2,-,CHX,-,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,-,T2,-,-,-,-,-,CHX,-,-,-,-,9.0,12.5625
7,person_3,-,-,-,-,-,-,M,-,-,CHX,-,T1,-,-,-,-,-,T2,-,-,-,T1,-,-,-,T2,-,CHX,-,-,-,T1,-,-,-,T1,-,T2,-,T2,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,T2,-,-,9.0,12.5625
8,person_1,-,CHX,-,T1,-,-,-,T1,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,M,-,COM,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,T1,-,T1,9.0,12.5625
9,person_10,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T1,-,T1,-,T2,-,T1,-,-,-,-,-,CHX,-,CHX,-,-,-,T2,-,-,-,T1,-,T2,-,-,-,T1,-,T2,-,CHX,-,T2,9.0,12.5625
10,person_11,M,-,COM,-,COM,-,-,-,-,-,-,-,COM,-,COM,-,-,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,M,-,-,-,M,-,COM,-,COM,-,M,-,-,-,9.0,12.5625
11,person_12,-,-,COM,-,-,-,-,-,-,-,M,-,-,-,M,-,COM,-,M,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,-,-,-,-,COM,-,M,-,M,-,M,-,DISP,-,9.0,12.5625
12,person_14,COM,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,-,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,M,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,-,9.0,12.5625
13,person_6,-,CHX,-,T2,-,-,-,-,COM,-,COM,-,M,-,DISP,-,-,-,-,-,DISP,-,-,CHX,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,9.0,12.5625
14,person_13,COM,-,M,-,-,-,DISP,-,COM,-,M,-,-,-,-,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,COM,-,-,-,M,-,M,-,-,-,COM,-,-,-,-,-,DISP,-,-,-,-,T1,-,T2,-,T2,-,CHX,-,CHX,-,-,11.0,11.5
15,person_9,-,T1,-,T1,-,-,-,T1,-,CHX,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,-,CHX,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,T2,11.0,11.5
16,person_8,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,M,-,COM,-,-,-,COM,-,COM,-,M,-,M,-,-,-,M,-,M,-,-,-,COM,-,M,-,-,-,COM,-,M,-,-,-,11.0,11.5
17,person_2,-,-,COM,-,-,-,-,-,-,T1,-,T1,-,-,-,T1,-,T2,-,T1,-,-,-,CHX,-,CHX,-,T2,-,-,-,CHX,-,T1,-,-,COM,-,COM,-,-,-,M,-,-,-,-,-,COM,-,COM,-,M,-,-,-,-,-,COM,-,-,-,11.0,11.5
18,person_4,M,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,11.0,11.5
19,person_5,M,-,-,-,-,-,COM,-,-,-,COM,-,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,-,-,-,-,M,-,COM,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,COM,-,DISP,-,11.0,11.5
20,person_7,COM,-,M,-,M,-,-,-,COM,-,-,-,M,-,DISP,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,11.0,11.5
21,person_3,-,-,-,CHX,-,T1,-,-,-,T2,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,T2,-,-,11.0,11.5
22,person_1,-,CHX,-,T2,-,T1,-,-,M,-,COM,-,M,-,COM,-,M,-,COM,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,-,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,T2,11.0,11.5
23,person_10,-,T2,-,CHX,-,-,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,-,-,CHX,-,T2,-,T2,11.0,11.5
24,person_11,M,-,-,-,DISP,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,T1,-,-,-,-,COM,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,COM,-,M,-,COM,-,M,-,COM,-,-,-,-,-,COM,-,COM,-,M,-,COM,-,COM,-,11.0,11.5
25,person_12,M,-,M,-,COM,-,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,-,-,-,M,-,COM,-,-,-,COM,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,11.0,11.5
26,person_14,-,CHX,-,-,-,-,-,-,M,-,COM,-,COM,-,-,-,COM,-,-,-,DISP,-,COM,-,M,-,M,-,-,-,-,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,COM,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,11.0,11.5
27,person_6,M,-,COM,-,-,-,M,-,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,T1,-,-,-,T2,-,CHX,-,CHX,-,T1,-,T2,-,T1,11.0,11.5
28,person_13,-,-,M,-,-,-,M,-,-,-,COM,-,M,-,-,-,-,-,COM,-,-,-,M,-,M,-,COM,-,-,-,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,M,-,DISP,-,-,-,-,T1,-,-,-,T2,-,CHX,-,T1,-,-,12.0,11.0625
29,person_9,-,CHX,-,T1,-,T1,-,-,COM,-,M,-,-,-,COM,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,T1,-,-,-,CHX,-,T1,-,CHX,-,T1,-,CHX,-,-,-,-,-,CHX,-,T2,-,T1,-,CHX,-,T1,-,CHX,12.0,11.0625
30,person_8,COM,-,M,-,-,-,COM,-,M,-,M,-,COM,-,-,-,COM,-,M,-,-,-,COM,-,COM,-,-,-,COM,-,M,-,M,-,-,-,-,T1,-,T1,-,T1,-,-,-,T1,-,-,-,-,COM,-,COM,-,-,-,COM,-,M,-,COM,-,12.0,11.0625
31,person_2,-,-,-,T2,-,-,-,T1,-,T2,-,T2,-,-,-,T1,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,T2,-,-,-,CHX,-,T1,-,-,-,T2,-,CHX,-,-,-,T1,-,T2,-,T1,-,-,-,T2,-,CHX,-,-,-,-,-,CHX,-,-,12.0,11.0625
32,person_4,-,T1,-,CHX,-,-,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,-,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,M,-,12.0,11.0625
33,person_5,-,-,COM,-,COM,-,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,-,-,-,-,-,-,-,M,-,-,-,-,-,-,-,DISP,-,M,-,M,-,M,-,-,-,COM,-,-,-,COM,-,COM,-,COM,-,COM,-,M,-,COM,-,DISP,-,12.0,11.0625
34,person_7,-,CHX,-,T1,-,T1,-,-,COM,-,-,-,M,-,DISP,-,M,-,-,-,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,-,COM,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,12.0,11.0625
35,person_3,-,-,-,CHX,-,T1,-,-,M,-,M,-,-,-,COM,-,COM,-,-,-,M,-,-,T2,-,CHX,-,CHX,-,-,-,T2,-,-,-,T1,-,CHX,-,CHX,-,-,-,CHX,-,T1,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,T2,-,-,12.0,11.0625
36,person_1,M,-,-,-,-,-,DISP,-,-,CHX,-,CHX,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,CHX,-,T2,12.0,11.0625
37,person_10,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,-,-,T1,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,-,-,-,CHX,-,-,-,T1,-,T2,-,-,-,-,12.0,11.0625
38,person_11,COM,-,M,-,M,-,-,-,-,-,COM,-,M,-,COM,-,COM,-,-,-,DISP,-,M,-,COM,-,COM,-,COM,-,COM,-,COM,-,-,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,-,-,12.0,11.0625
39,person_12,M,-,COM,-,M,-,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,COM,-,-,T2,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,-,-,COM,-,COM,-,COM,-,COM,-,M,-,12.0,11.0625
40,person_14,COM,-,-,-,DISP,-,-,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,COM,-,M,-,COM,-,-,-,M,-,-,-,COM,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,12.0,11.0625
41,person_6,M,-,M,-,-,-,M,-,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,T1,-,-,-,T1,-,T2,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,T2,-,T1,12.0,11.0625
42,person_13,COM,-,M,-,-,-,DISP,-,M,-,COM,-,M,-,-,-,-,-,COM,-,-,-,M,-,-,-,M,-,-,-,M,-,-,-,-,-,M,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,13.0,10.5625
43,person_9,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,T2,-,-,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T2,-,CHX,-,T2,-,-,-,CHX,-,T2,13.0,10.5625
44,person_8,M,-,M,-,-,-,COM,-,-,T1,-,T2,-,CHX,-,-,-,CHX,-,-,-,-,COM,-,M,-,-,-,COM,-,M,-,-,-,M,-,COM,-,M,-,M,-,-,-,M,-,COM,-,-,-,COM,-,M,-,COM,-,COM,-,M,-,DISP,-,13.0,10.5625
45,person_2,-,-,COM,-,M,-,-,-,COM,-,M,-,-,-,M,-,COM,-,-,-,-,-,COM,-,M,-,M,-,-,-,M,-,-,-,DISP,-,-,T1,-,T2,-,-,-,CHX,-,T1,-,T1,-,-,COM,-,COM,-,-,-,-,-,M,-,-,-,13.0,10.5625
46,person_4,M,-,-,-,-,-,-,-,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,-,-,M,-,13.0,10.5625
47,person_5,M,-,-,-,-,-,M,-,-,-,M,-,COM,-,-,-,-,-,-,-,M,-,COM,-,M,-,COM,-,-,-,COM,-,M,-,-,-,COM,-,COM,-,M,-,COM,-,M,-,DISP,-,-,-,M,-,-,-,M,-,COM,-,COM,-,-,-,13.0,10.5625
48,person_7,-,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,-,T2,-,T1,-,T1,-,T2,-,T2,-,T1,13.0,10.5625
49,person_3,-,-,-,CHX,-,T1,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,DISP,-,-,CHX,-,T2,-,CHX,-,-,-,T2,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,CHX,-,-,-,-,-,CHX,-,-,13.0,10.5625
50,person_1,M,-,COM,-,COM,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,T1,-,T1,-,-,-,CHX,-,T2,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,T2,-,T1,-,CHX,-,-,-,-,-,CHX,-,T2,-,T1,-,T2,-,T1,-,T2,13.0,10.5625
51,person_10,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,T2,-,-,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,-,-,M,-,-,-,-,CHX,-,T1,-,T2,-,T2,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,T1,-,T2,13.0,10.5625
52,person_11,COM,-,COM,-,DISP,-,-,-,-,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,M,-,COM,-,COM,-,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,M,-,-,-,-,T1,-,T2,-,T1,-,T1,-,-,13.0,10.5625
53,person_12,-,T1,-,T2,-,-,-,-,-,-,COM,-,M,-,COM,-,M,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,COM,-,DISP,-,-,-,COM,-,M,-,-,-,COM,-,M,-,-,-,COM,-,-,-,M,-,M,-,M,-,COM,-,COM,-,13.0,10.5625
