,Nurse,2022-07-01-mañana,2022-07-01-tarde,2022-07-02-mañana,2022-07-02-tarde,2022-07-03-mañana,2022-07-03-tarde,2022-07-04-mañana,2022-07-04-tarde,2022-07-05-mañana,2022-07-05-tarde,2022-07-06-mañana,2022-07-06-tarde,2022-07-07-mañana,2022-07-07-tarde,2022-07-08-mañana,2022-07-08-tarde,2022-07-09-mañana,2022-07-09-tarde,2022-07-10-mañana,2022-07-10-tarde,2022-07-11-mañana,2022-07-11-tarde,2022-07-12-mañana,2022-07-12-tarde,2022-07-13-mañana,2022-07-13-tarde,2022-07-14-mañana,2022-07-14-tarde,2022-07-15-mañana,2022-07-15-tarde,2022-07-16-mañana,2022-07-16-tarde,2022-07-17-mañana,2022-07-17-tarde,2022-07-18-mañana,2022-07-18-tarde,2022-07-19-mañana,2022-07-19-tarde,2022-07-20-mañana,2022-07-20-tarde,2022-07-21-mañana,2022-07-21-tarde,2022-07-22-mañana,2022-07-22-tarde,2022-07-23-mañana,2022-07-23-tarde,2022-07-24-mañana,2022-07-24-tarde,2022-07-25-mañana,2022-07-25-tarde,2022-07-26-mañana,2022-07-26-tarde,2022-07-27-mañana,2022-07-27-tarde,2022-07-28-mañana,2022-07-28-tarde,2022-07-29-mañana,2022-07-29-tarde,2022-07-30-mañana,2022-07-30-tarde,2022-07-31-mañana,2022-07-31-tarde,objective_1,objective_2
0,person_7,-,CHX,-,-,-,T1,-,T1,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,CHX,-,T2,-,T1,-,-,8.0,23.4375
1,person_4,-,-,-,T1,-,-,-,T1,-,T1,-,T2,-,-,-,-,-,T1,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.0,23.4375
2,person_3,-,-,-,-,M,-,DISP,-,M,-,COM,-,-,-,-,-,-,-,DISP,-,-,CHX,-,T2,-,CHX,-,-,-,T2,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,COM,-,M,-,COM,-,-,-,COM,-,-,-,DISP,-,8.0,23.4375
3,person_5,-,-,-,-,DISP,-,-,T1,-,CHX,-,-,-,T2,-,T1,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,T1,-,-,-,-,COM,-,COM,-,-,-,COM,-,M,-,-,-,DISP,-,-,CHX,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,8.0,23.4375
4,person_9,COM,-,M,-,-,-,-,T1,-,-,-,T1,-,T2,-,T2,-,-,-,-,M,-,COM,-,-,-,M,-,M,-,-,-,DISP,-,M,-,-,-,-,-,M,-,COM,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,M,-,-,-,8.0,23.4375
5,person_1,M,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,COM,-,M,-,DISP,-,-,-,M,-,M,-,DISP,-,-,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,8.0,23.4375
6,person_6,-,T1,-,-,-,-,-,T1,-,T2,-,-,-,CHX,-,CHX,-,-,-,T1,-,T2,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,-,CHX,-,T2,-,-,-,T2,-,T1,-,T1,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,T1,8.0,23.4375
7,person_8,-,T2,-,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,-,-,M,-,COM,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,M,-,-,-,COM,-,-,-,DISP,-,-,-,8.0,23.4375
8,person_2,M,-,DISP,-,-,-,-,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,M,-,-,T1,-,T1,-,T1,-,T1,-,CHX,-,-,-,-,-,T2,-,-,-,CHX,-,T1,-,T1,-,-,-,-,8.0,23.4375
0,person_7,-,-,-,-,-,T1,-,-,-,-,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,T2,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,T2,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,T1,-,T2,-,T1,-,-,10.0,21.4375
1,person_4,-,T1,-,T1,-,-,-,T1,-,T2,-,T2,-,CHX,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.0,21.4375
2,person_3,-,T2,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,DISP,-,-,T1,-,CHX,-,T1,-,-,-,T2,-,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,-,M,-,COM,-,M,-,COM,-,-,-,COM,-,-,-,M,-,10.0,21.4375
3,person_5,COM,-,-,-,M,-,-,T1,-,T1,-,-,-,-,-,T2,-,-,-,-,COM,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,COM,-,COM,-,M,-,COM,-,M,-,M,-,-,-,-,CHX,-,T1,-,T2,-,T2,-,-,-,-,-,-,10.0,21.4375
4,person_9,-,-,M,-,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,-,COM,-,M,-,-,-,-,-,-,-,DISP,-,-,-,M,-,-,-,-,-,M,-,COM,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,M,-,M,-,-,-,10.0,21.4375
5,person_1,M,-,-,-,DISP,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,-,-,-,-,-,-,M,-,M,-,DISP,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,10.0,21.4375
6,person_6,-,CHX,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,-,-,T1,-,T2,-,-,-,-,-,CHX,-,-,-,T1,-,-,-,T2,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,-,T2,-,CHX,-,T1,-,-,-,T1,-,-,-,T1,10.0,21.4375
7,person_8,-,CHX,-,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T1,-,-,-,-,-,T2,-,-,-,-,M,-,-,-,COM,-,COM,-,COM,-,DISP,-,-,-,10.0,21.4375
8,person_2,M,-,DISP,-,-,-,M,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,M,-,-,T1,-,T2,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,-,-,-,10.0,21.4375
