,Nurse,2022-07-01-mañana,2022-07-01-tarde,2022-07-02-mañana,2022-07-02-tarde,2022-07-03-mañana,2022-07-03-tarde,2022-07-04-mañana,2022-07-04-tarde,2022-07-05-mañana,2022-07-05-tarde,2022-07-06-mañana,2022-07-06-tarde,2022-07-07-mañana,2022-07-07-tarde,2022-07-08-mañana,2022-07-08-tarde,2022-07-09-mañana,2022-07-09-tarde,2022-07-10-mañana,2022-07-10-tarde,2022-07-11-mañana,2022-07-11-tarde,2022-07-12-mañana,2022-07-12-tarde,2022-07-13-mañana,2022-07-13-tarde,2022-07-14-mañana,2022-07-14-tarde,2022-07-15-mañana,2022-07-15-tarde,2022-07-16-mañana,2022-07-16-tarde,2022-07-17-mañana,2022-07-17-tarde,2022-07-18-mañana,2022-07-18-tarde,2022-07-19-mañana,2022-07-19-tarde,2022-07-20-mañana,2022-07-20-tarde,2022-07-21-mañana,2022-07-21-tarde,2022-07-22-mañana,2022-07-22-tarde,2022-07-23-mañana,2022-07-23-tarde,2022-07-24-mañana,2022-07-24-tarde,2022-07-25-mañana,2022-07-25-tarde,2022-07-26-mañana,2022-07-26-tarde,2022-07-27-mañana,2022-07-27-tarde,2022-07-28-mañana,2022-07-28-tarde,2022-07-29-mañana,2022-07-29-tarde,2022-07-30-mañana,2022-07-30-tarde,2022-07-31-mañana,2022-07-31-tarde,objective_1,objective_2
0,person_9,COM,-,DISP,-,-,-,-,T1,-,T2,-,T2,-,T2,-,-,-,-,-,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,DISP,-,-,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,0.0,13.625
1,person_4,COM,-,M,-,-,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,DISP,-,-,-,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,-,-,-,0.0,13.625
2,person_5,-,-,-,-,DISP,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,-,-,-,M,-,-,-,-,-,-,-,COM,-,-,-,DISP,-,M,-,-,-,DISP,-,-,-,COM,-,-,-,DISP,-,M,-,-,-,-,-,M,-,COM,-,-,-,M,-,0.0,13.625
3,person_7,M,-,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,-,-,T2,-,T2,-,CHX,-,CHX,-,T1,-,T1,-,-,-,T1,0.0,13.625
4,person_8,M,-,-,-,DISP,-,M,-,M,-,-,-,COM,-,-,-,-,-,DISP,-,COM,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,T2,-,-,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,DISP,-,0.0,13.625
5,person_11,-,T1,-,-,-,T1,-,-,-,-,-,-,M,-,M,-,-,-,-,-,-,T2,-,-,-,CHX,-,T2,-,-,-,-,-,T2,-,T1,-,-,-,-,-,T1,-,T1,-,T1,-,-,M,-,M,-,-,-,M,-,-,-,-,-,-,-,0.0,13.625
6,person_3,M,-,DISP,-,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,CHX,-,CHX,-,T1,-,T2,-,T2,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,COM,-,-,-,M,-,M,-,M,-,M,-,-,-,0.0,13.625
7,person_1,COM,-,-,-,-,-,DISP,-,COM,-,-,-,M,-,COM,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,-,T2,-,CHX,-,-,-,-,-,T2,-,-,-,T1,-,-,M,-,COM,-,M,-,COM,-,-,-,-,-,0.0,13.625
8,person_6,M,-,-,-,M,-,-,-,M,-,M,-,-,-,COM,-,M,-,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,-,M,-,M,-,-,-,COM,-,-,-,-,-,M,-,-,CHX,-,-,-,-,-,CHX,-,T2,-,-,-,-,0.0,13.625
9,person_2,-,CHX,-,T1,-,-,-,-,-,T2,-,-,-,T2,-,T2,-,-,-,T1,-,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,-,-,-,-,-,CHX,-,T2,-,-,-,CHX,-,-,-,-,0.0,13.625
