,Nurse,2023-02-01-mañana,2023-02-01-tarde,2023-02-02-mañana,2023-02-02-tarde,2023-02-03-mañana,2023-02-03-tarde,2023-02-04-mañana,2023-02-04-tarde,2023-02-05-mañana,2023-02-05-tarde,2023-02-06-mañana,2023-02-06-tarde,2023-02-07-mañana,2023-02-07-tarde,2023-02-08-mañana,2023-02-08-tarde,2023-02-09-mañana,2023-02-09-tarde,2023-02-10-mañana,2023-02-10-tarde,2023-02-11-mañana,2023-02-11-tarde,2023-02-12-mañana,2023-02-12-tarde,2023-02-13-mañana,2023-02-13-tarde,2023-02-14-mañana,2023-02-14-tarde,2023-02-15-mañana,2023-02-15-tarde,2023-02-16-mañana,2023-02-16-tarde,2023-02-17-mañana,2023-02-17-tarde,2023-02-18-mañana,2023-02-18-tarde,2023-02-19-mañana,2023-02-19-tarde,2023-02-20-mañana,2023-02-20-tarde,2023-02-21-mañana,2023-02-21-tarde,2023-02-22-mañana,2023-02-22-tarde,2023-02-23-mañana,2023-02-23-tarde,2023-02-24-mañana,2023-02-24-tarde,2023-02-25-mañana,2023-02-25-tarde,2023-02-26-mañana,2023-02-26-tarde,2023-02-27-mañana,2023-02-27-tarde,2023-02-28-mañana,2023-02-28-tarde,objective_1,objective_2
10,person_10,-,T1,-,-,-,CHX,-,-,-,-,COM,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,CHX,-,T2,-,-,-,T1,-,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,CHX,-,T2,0.0,15.625
11,person_6,COM,-,COM,-,M,-,COM,-,-,-,COM,-,COM,-,-,-,M,-,M,-,-,-,DISP,-,-,T1,-,T2,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,DISP,-,-,CHX,-,-,2.0,14.0625
12,person_1,M,-,M,-,M,-,-,-,-,-,-,T1,-,T2,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,CHX,-,T2,-,T2,-,-,-,T1,-,T1,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,T2,-,-,2.0,14.0625
13,person_3,COM,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,-,-,-,-,DISP,-,-,-,-,-,M,-,2.0,14.0625
14,person_7,COM,-,M,-,COM,-,DISP,-,-,-,M,-,COM,-,-,-,COM,-,COM,-,DISP,-,-,-,COM,-,-,-,M,-,M,-,COM,-,-,-,M,-,COM,-,COM,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,2.0,14.0625
15,person_2,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,-,-,2.0,14.0625
16,person_4,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,T2,-,-,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,T2,-,CHX,-,T2,-,T2,-,T2,-,T1,-,-,COM,-,M,-,2.0,14.0625
17,person_8,-,CHX,-,CHX,-,-,-,-,-,-,-,CHX,-,T1,-,T1,-,CHX,-,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,DISP,-,-,-,-,-,COM,-,COM,-,M,-,-,-,M,-,-,T1,-,CHX,2.0,14.0625
18,person_9,-,T2,-,T2,-,T1,-,-,-,T1,-,-,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,-,T1,2.0,14.0625
19,person_11,COM,-,-,-,M,-,-,-,DISP,-,-,CHX,-,T1,-,-,-,T2,-,T2,-,-,-,-,COM,-,M,-,-,-,-,-,COM,-,M,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,M,-,-,-,M,-,COM,-,2.0,14.0625
20,person_5,-,T1,-,-,-,T2,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,-,-,-,-,-,T2,-,-,-,T2,-,-,-,T2,-,T1,-,-,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,-,T1,-,T2,-,T2,2.0,14.0625
21,person_10,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,COM,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,DISP,-,-,-,-,CHX,-,CHX,-,T1,-,T2,-,T1,-,-,-,-,-,CHX,-,CHX,2.0,14.0625
22,person_6,COM,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,-,-,COM,-,-,-,3.0,13.625
23,person_1,M,-,COM,-,COM,-,-,-,-,-,-,T2,-,T2,-,-,-,T2,-,T2,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,T2,-,-,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,-,3.0,13.625
24,person_3,-,-,-,T2,-,-,-,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,-,-,-,CHX,3.0,13.625
25,person_7,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,COM,-,M,-,-,-,DISP,-,M,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,T2,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,T2,-,-,3.0,13.625
26,person_2,-,T1,-,CHX,-,T2,-,-,-,-,-,-,-,T2,-,T2,-,T2,-,T1,-,T1,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,T1,-,-,-,T2,3.0,13.625
27,person_4,-,CHX,-,T1,-,CHX,-,-,-,T1,-,T1,-,T1,-,T1,-,CHX,-,-,-,-,-,-,-,CHX,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,T1,-,-,M,-,COM,-,3.0,13.625
28,person_8,-,-,-,-,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,3.0,13.625
29,person_9,-,CHX,-,CHX,-,T1,-,T1,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,COM,-,3.0,13.625
30,person_11,COM,-,-,-,COM,-,M,-,-,-,-,T2,-,CHX,-,-,-,T2,-,CHX,-,-,-,-,-,T2,-,CHX,-,-,-,-,-,T2,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,COM,-,M,-,3.0,13.625
31,person_5,-,T2,-,-,-,CHX,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,T1,-,-,-,CHX,-,-,-,CHX,-,-,-,T1,-,T2,-,T2,-,T2,-,T1,-,-,-,-,-,T1,-,T1,-,T1,3.0,13.625
32,person_10,-,-,-,-,M,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,T2,-,CHX,-,CHX,-,CHX,-,T2,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,M,-,-,-,-,CHX,-,CHX,3.0,13.625
33,person_6,-,CHX,-,T1,-,CHX,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,M,-,-,-,-,-,COM,-,M,-,DISP,-,-,-,M,-,M,-,4.0,13.1875
34,person_1,-,CHX,-,T2,-,T1,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,T1,-,-,-,-,-,T2,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,CHX,-,-,-,-,-,T1,-,T1,-,T1,-,-,COM,-,-,-,4.0,13.1875
35,person_3,-,-,-,-,-,T2,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,M,-,4.0,13.1875
36,person_7,M,-,M,-,COM,-,-,-,M,-,M,-,M,-,-,-,M,-,COM,-,-,-,DISP,-,M,-,-,-,COM,-,M,-,M,-,-,-,M,-,-,T2,-,T1,-,-,-,T2,-,CHX,-,-,-,-,-,CHX,-,CHX,4.0,13.1875
37,person_2,M,-,M,-,-,-,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T2,-,T2,-,T1,-,-,-,T1,-,T2,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,-,-,4.0,13.1875
38,person_4,-,T2,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,-,-,CHX,-,T1,-,CHX,-,T1,-,-,M,-,-,-,M,-,M,-,M,-,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,CHX,-,-,-,-,M,-,M,-,4.0,13.1875
39,person_8,COM,-,COM,-,COM,-,DISP,-,-,-,-,T2,-,CHX,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,-,M,-,-,-,M,-,COM,-,-,-,M,-,-,-,COM,-,4.0,13.1875
40,person_9,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T2,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,-,-,CHX,4.0,13.1875
41,person_11,M,-,-,-,M,-,-,-,DISP,-,COM,-,M,-,-,-,M,-,M,-,DISP,-,-,-,-,CHX,-,T1,-,-,-,-,-,CHX,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,-,T2,-,T1,4.0,13.1875
42,person_5,-,CHX,-,-,-,T1,-,-,-,-,M,-,M,-,COM,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,T2,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,-,-,T1,-,CHX,-,T2,4.0,13.1875
43,person_10,M,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,COM,-,-,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,COM,-,M,-,-,-,-,T1,-,CHX,4.0,13.1875
44,person_6,COM,-,M,-,COM,-,-,-,COM,-,M,-,COM,-,M,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,-,-,-,-,T1,-,T1,-,-,-,-,COM,-,M,-,5.0,13.0625
45,person_1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,T1,-,T1,-,-,-,T2,-,T1,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,T2,-,T2,-,-,-,-,M,-,COM,-,5.0,13.0625
46,person_3,-,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,5.0,13.0625
47,person_7,M,-,M,-,COM,-,-,-,M,-,COM,-,M,-,-,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,T1,-,T2,-,CHX,-,T2,-,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,DISP,-,-,T2,-,-,5.0,13.0625
48,person_2,-,-,-,CHX,-,-,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,T2,-,CHX,-,CHX,-,-,-,T1,-,-,-,T2,5.0,13.0625
49,person_4,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,T2,-,T1,-,-,-,-,-,T1,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,T1,5.0,13.0625
50,person_8,COM,-,COM,-,M,-,-,-,DISP,-,-,T2,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,-,M,-,-,-,-,-,M,-,-,-,M,-,COM,-,5.0,13.0625
51,person_9,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,CHX,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,CHX,5.0,13.0625
52,person_11,-,CHX,-,-,-,T2,-,-,-,-,COM,-,M,-,-,-,COM,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,COM,-,-,-,M,-,M,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,-,T2,-,T1,5.0,13.0625
53,person_5,M,-,-,-,COM,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,-,-,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,-,T1,-,CHX,-,T2,5.0,13.0625
54,person_10,COM,-,-,-,M,-,M,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,M,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,-,T1,-,CHX,5.0,13.0625
55,person_6,COM,-,COM,-,COM,-,-,-,M,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,M,-,-,-,-,T1,-,-,-,CHX,-,T1,-,T1,-,-,-,-,COM,-,M,-,6.0,12.625
56,person_1,-,CHX,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,-,-,T1,-,T1,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,CHX,-,T1,-,-,-,T2,-,-,-,-,-,T2,-,CHX,-,-,-,T1,-,T1,-,CHX,6.0,12.625
57,person_3,-,CHX,-,CHX,-,T2,-,-,-,-,-,-,COM,-,M,-,COM,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,-,-,M,-,M,-,DISP,-,-,-,-,-,-,T1,6.0,12.625
58,person_7,COM,-,M,-,M,-,DISP,-,-,-,COM,-,COM,-,-,-,M,-,M,-,DISP,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,-,COM,-,M,-,-,-,COM,-,COM,-,DISP,-,-,-,-,T2,-,CHX,6.0,12.625
59,person_2,-,-,M,-,M,-,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,T2,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,6.0,12.625
60,person_4,-,T2,-,T1,-,CHX,-,-,-,T1,-,T2,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,COM,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,T1,-,T1,-,-,M,-,-,-,6.0,12.625
61,person_8,-,-,M,-,-,-,M,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,6.0,12.625
62,person_9,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,T2,-,-,-,T1,-,T2,-,T1,-,CHX,-,T2,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,-,-,M,-,6.0,12.625
63,person_11,M,-,-,-,M,-,-,-,DISP,-,M,-,M,-,-,-,M,-,M,-,-,-,DISP,-,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,CHX,-,T2,6.0,12.625
64,person_5,COM,-,-,-,COM,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,-,-,-,-,-,CHX,-,-,-,T1,-,-,-,T2,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,6.0,12.625
65,person_10,M,-,-,-,M,-,-,-,-,-,M,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,COM,-,M,-,M,-,COM,-,-,-,-,-,M,-,M,-,M,-,M,-,COM,-,COM,-,-,-,M,-,-,-,-,CHX,6.0,12.625
66,person_6,-,CHX,-,T1,-,T2,-,-,-,-,M,-,COM,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,M,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,COM,-,M,-,7.0,12.5
67,person_1,-,CHX,-,T2,-,CHX,-,-,-,-,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,T1,-,T1,-,-,-,T2,-,T1,-,T1,-,-,-,T1,-,CHX,-,-,-,CHX,-,T2,-,T2,-,T1,-,-,M,-,-,-,7.0,12.5
68,person_3,-,CHX,-,CHX,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,-,CHX,7.0,12.5
69,person_7,M,-,M,-,M,-,DISP,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,-,-,M,-,M,-,M,-,-,-,-,T2,-,CHX,7.0,12.5
70,person_2,M,-,M,-,M,-,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,T2,-,-,-,-,-,-,-,T1,-,-,M,-,7.0,12.5
71,person_4,-,T2,-,T2,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,-,-,T2,-,-,-,-,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,T1,7.0,12.5
72,person_8,COM,-,COM,-,-,-,-,-,DISP,-,-,-,-,-,COM,-,M,-,COM,-,-,-,M,-,-,T2,-,T2,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,CHX,-,T2,-,T1,-,CHX,-,-,-,-,M,-,COM,-,7.0,12.5
73,person_9,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,CHX,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,-,7.0,12.5
74,person_11,COM,-,-,-,COM,-,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,-,-,DISP,-,-,T1,-,CHX,-,-,-,-,-,CHX,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,-,T2,-,T2,7.0,12.5
75,person_5,M,-,-,-,M,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,-,-,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,T1,-,CHX,-,T2,7.0,12.5
76,person_10,M,-,-,-,-,-,M,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,-,-,COM,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,T1,-,T1,7.0,12.5
77,person_6,-,CHX,-,T2,-,T1,-,-,-,-,COM,-,COM,-,M,-,M,-,M,-,DISP,-,-,-,M,-,-,-,COM,-,COM,-,COM,-,DISP,-,-,-,COM,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,COM,-,M,-,8.0,12.1875
78,person_1,-,CHX,-,T1,-,CHX,-,T1,-,-,-,CHX,-,T1,-,-,-,T1,-,T2,-,-,-,-,-,T2,-,-,-,T2,-,T2,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,CHX,-,T2,-,T1,-,-,M,-,M,-,8.0,12.1875
79,person_3,COM,-,M,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,-,-,-,CHX,8.0,12.1875
80,person_7,M,-,COM,-,COM,-,-,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,M,-,-,CHX,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,COM,-,M,-,-,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,T1,8.0,12.1875
81,person_2,-,-,M,-,M,-,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T2,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,-,8.0,12.1875
82,person_4,-,T2,-,CHX,-,-,-,-,-,T1,-,T2,-,T2,-,T1,-,T2,-,T1,-,T1,-,-,-,T2,-,T2,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,CHX,-,-,8.0,12.1875
83,person_8,M,-,COM,-,M,-,M,-,-,-,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,-,-,COM,-,COM,-,-,-,-,-,COM,-,-,-,M,-,-,-,-,-,COM,-,M,-,M,-,-,-,M,-,M,-,COM,-,8.0,12.1875
84,person_9,-,T1,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,-,-,T1,-,-,M,-,M,-,M,-,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,CHX,8.0,12.1875
85,person_11,M,-,-,-,COM,-,-,-,M,-,M,-,M,-,COM,-,M,-,COM,-,M,-,-,-,-,T1,-,CHX,-,-,-,-,-,T1,-,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,-,CHX,-,T2,8.0,12.1875
86,person_5,-,T1,-,-,-,T2,-,-,-,T1,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,-,-,M,-,-,-,COM,-,-,-,COM,-,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,-,-,-,-,T1,-,CHX,-,T2,8.0,12.1875
87,person_10,M,-,-,-,-,-,-,-,DISP,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,COM,-,-,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,-,T1,-,T2,8.0,12.1875
