,Nurse,2023-02-01-mañana,2023-02-01-tarde,2023-02-02-mañana,2023-02-02-tarde,2023-02-03-mañana,2023-02-03-tarde,2023-02-04-mañana,2023-02-04-tarde,2023-02-05-mañana,2023-02-05-tarde,2023-02-06-mañana,2023-02-06-tarde,2023-02-07-mañana,2023-02-07-tarde,2023-02-08-mañana,2023-02-08-tarde,2023-02-09-mañana,2023-02-09-tarde,2023-02-10-mañana,2023-02-10-tarde,2023-02-11-mañana,2023-02-11-tarde,2023-02-12-mañana,2023-02-12-tarde,2023-02-13-mañana,2023-02-13-tarde,2023-02-14-mañana,2023-02-14-tarde,2023-02-15-mañana,2023-02-15-tarde,2023-02-16-mañana,2023-02-16-tarde,2023-02-17-mañana,2023-02-17-tarde,2023-02-18-mañana,2023-02-18-tarde,2023-02-19-mañana,2023-02-19-tarde,2023-02-20-mañana,2023-02-20-tarde,2023-02-21-mañana,2023-02-21-tarde,2023-02-22-mañana,2023-02-22-tarde,2023-02-23-mañana,2023-02-23-tarde,2023-02-24-mañana,2023-02-24-tarde,2023-02-25-mañana,2023-02-25-tarde,2023-02-26-mañana,2023-02-26-tarde,2023-02-27-mañana,2023-02-27-tarde,2023-02-28-mañana,2023-02-28-tarde,objective_1,objective_2
31,person_2,-,T2,-,T2,-,-,-,T1,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,-,-,T1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T1,-,-,COM,-,M,-,3.0,13.625
32,person_10,COM,-,M,-,-,-,-,-,M,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,M,-,COM,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,-,-,-,-,-,-,-,CHX,-,CHX,3.0,13.625
33,person_9,COM,-,M,-,-,-,-,-,M,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,T1,-,T1,-,T2,-,CHX,-,-,-,-,-,-,-,T2,4.0,13.5
34,person_11,M,-,-,-,COM,-,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,-,-,-,-,T1,-,-,-,T2,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,4.0,13.5
35,person_3,-,T2,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,T2,-,T1,-,-,-,T1,-,T2,-,T2,4.0,13.5
36,person_7,-,-,COM,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,T1,4.0,13.5
37,person_1,-,CHX,-,T2,-,T2,-,-,-,-,COM,-,COM,-,M,-,M,-,M,-,DISP,-,-,-,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,T1,-,-,4.0,13.5
38,person_4,-,-,-,T1,-,T1,-,-,-,-,-,T2,-,-,-,CHX,-,CHX,-,T1,-,-,-,-,COM,-,COM,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,COM,-,COM,-,M,-,M,-,-,-,COM,-,-,-,4.0,13.5
39,person_8,M,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,-,-,COM,-,COM,-,-,-,COM,-,DISP,-,-,-,-,-,M,-,4.0,13.5
40,person_5,COM,-,-,-,M,-,-,-,-,-,-,T1,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T2,-,T2,-,-,-,T1,-,T1,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,-,CHX,-,T2,4.0,13.5
41,person_6,-,-,-,-,COM,-,DISP,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,4.0,13.5
42,person_2,-,T1,-,CHX,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,T2,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,-,M,-,M,-,4.0,13.5
43,person_10,M,-,COM,-,-,-,-,-,DISP,-,COM,-,COM,-,-,-,-,-,M,-,-,-,M,-,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,CHX,-,CHX,4.0,13.5
44,person_9,COM,-,M,-,M,-,-,-,M,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,-,-,-,M,-,-,-,COM,-,COM,-,M,-,DISP,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,-,-,-,-,-,T2,5.0,12.625
45,person_11,-,-,-,-,-,T1,-,-,-,-,-,T2,-,CHX,-,-,-,CHX,-,-,-,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,5.0,12.625
46,person_3,-,T2,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,T1,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,-,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,T2,-,-,5.0,12.625
47,person_7,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,-,-,CHX,5.0,12.625
48,person_1,COM,-,M,-,M,-,M,-,-,-,-,T2,-,T1,-,T1,-,T2,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,COM,-,COM,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,-,T1,-,-,5.0,12.625
49,person_4,-,-,-,T1,-,T1,-,-,-,-,COM,-,-,-,M,-,-,-,-,-,-,-,M,-,COM,-,COM,-,-,-,M,-,COM,-,-,-,M,-,-,T1,-,-,-,T1,-,CHX,-,T2,-,-,-,-,COM,-,-,-,5.0,12.625
50,person_8,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,COM,-,-,-,M,-,-,-,-,-,M,-,-,-,M,-,5.0,12.625
51,person_5,-,T1,-,-,-,T2,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,T2,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T1,5.0,12.625
52,person_6,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,T2,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,M,-,-,-,-,-,M,-,-,-,DISP,-,M,-,COM,-,5.0,12.625
53,person_2,-,CHX,-,T2,-,-,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T2,-,T2,-,T1,-,-,-,T2,-,T2,-,CHX,-,T1,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,T2,-,-,-,CHX,-,-,-,-,M,-,M,-,5.0,12.625
54,person_10,M,-,-,-,-,-,-,-,DISP,-,COM,-,COM,-,-,-,-,-,COM,-,DISP,-,-,-,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,CHX,-,T1,5.0,12.625
55,person_9,COM,-,M,-,M,-,-,-,M,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,M,-,-,-,COM,-,COM,-,COM,-,DISP,-,-,-,-,T2,-,T1,-,T1,-,T1,-,CHX,-,-,-,-,-,-,-,T2,6.0,12.5
56,person_11,M,-,-,-,COM,-,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,6.0,12.5
57,person_3,-,T2,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,T2,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,T1,-,T2,-,T2,6.0,12.5
58,person_7,-,-,-,-,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,CHX,6.0,12.5
59,person_1,M,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,-,-,M,-,M,-,M,-,-,-,-,T1,-,T2,-,T1,-,T1,-,T2,-,-,-,-,M,-,COM,-,COM,-,COM,-,M,-,DISP,-,-,-,-,CHX,-,T1,6.0,12.5
60,person_4,-,-,-,T1,-,T1,-,-,-,-,-,T2,-,-,-,CHX,-,T2,-,CHX,-,-,-,-,COM,-,COM,-,-,-,-,-,COM,-,-,-,DISP,-,COM,-,-,-,M,-,COM,-,M,-,-,-,M,-,COM,-,-,-,6.0,12.5
61,person_8,-,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,6.0,12.5
62,person_5,-,T1,-,T2,-,-,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,T2,-,T2,-,-,-,-,-,-,-,T2,-,T1,-,CHX,-,T2,-,T1,-,-,-,T1,-,T1,6.0,12.5
63,person_6,-,-,-,-,M,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,COM,-,-,-,M,-,-,T1,-,-,-,T2,-,CHX,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,M,-,COM,-,6.0,12.5
64,person_2,-,CHX,-,T2,-,T2,-,-,-,T1,-,CHX,-,CHX,-,T2,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T2,-,-,-,T1,-,-,-,-,M,-,M,-,6.0,12.5
65,person_10,M,-,COM,-,-,-,DISP,-,-,-,COM,-,-,-,M,-,-,-,COM,-,-,-,DISP,-,-,T2,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,CHX,-,T1,6.0,12.5
66,person_9,COM,-,M,-,COM,-,M,-,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,M,-,COM,-,COM,-,M,-,DISP,-,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,-,-,T2,7.0,11.625
67,person_11,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,CHX,-,-,-,T2,-,T2,-,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,7.0,11.625
68,person_3,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,T2,-,CHX,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,CHX,7.0,11.625
69,person_7,-,-,-,T1,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,CHX,7.0,11.625
70,person_1,M,-,M,-,COM,-,COM,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,-,CHX,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,T1,7.0,11.625
71,person_4,-,-,M,-,COM,-,-,-,M,-,-,T2,-,-,-,CHX,-,CHX,-,T1,-,-,-,-,COM,-,COM,-,-,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,-,COM,-,-,-,7.0,11.625
72,person_8,-,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,M,-,7.0,11.625
73,person_5,M,-,COM,-,M,-,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,-,-,T1,-,CHX,-,T2,-,-,-,T2,-,T2,-,-,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,T2,-,T1,-,-,-,T2,-,T1,7.0,11.625
74,person_6,-,T1,-,T2,-,T1,-,-,-,-,-,-,COM,-,COM,-,-,-,COM,-,-,-,M,-,-,T1,-,-,-,T2,-,CHX,-,-,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,7.0,11.625
75,person_2,-,T1,-,T2,-,CHX,-,-,-,T1,-,CHX,-,T1,-,T2,-,T1,-,CHX,-,-,-,T1,-,T1,-,T1,-,CHX,-,CHX,-,-,-,T1,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,-,-,M,-,M,-,7.0,11.625
76,person_10,M,-,M,-,-,-,-,-,DISP,-,COM,-,COM,-,-,-,-,-,COM,-,-,-,DISP,-,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,-,-,M,-,-,CHX,-,T2,7.0,11.625
0,person_9,COM,-,M,-,M,-,-,-,M,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,DISP,-,-,-,-,T2,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,T2,8.0,11.5
1,person_11,M,-,M,-,COM,-,-,-,-,-,-,T2,-,T1,-,-,-,CHX,-,CHX,-,-,-,T1,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,CHX,8.0,11.5
2,person_3,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,T2,-,T1,-,CHX,-,T1,-,T1,-,-,-,CHX,-,CHX,-,T1,-,T2,-,T2,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,T1,-,T2,-,T2,8.0,11.5
3,person_7,-,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,COM,-,8.0,11.5
4,person_1,COM,-,M,-,COM,-,-,-,COM,-,-,T1,-,CHX,-,CHX,-,CHX,-,T2,-,-,-,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,COM,-,COM,-,M,-,COM,-,COM,-,DISP,-,-,-,-,T1,-,T1,8.0,11.5
5,person_4,-,-,-,T1,-,T1,-,-,-,-,COM,-,-,-,COM,-,COM,-,M,-,-,-,DISP,-,COM,-,COM,-,-,-,M,-,COM,-,M,-,-,-,-,T1,-,-,-,T1,-,T1,-,T2,-,-,-,-,COM,-,-,-,8.0,11.5
6,person_8,M,-,M,-,M,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,8.0,11.5
7,person_5,-,T1,-,T1,-,CHX,-,-,-,T1,-,T1,-,T1,-,CHX,-,T2,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,T2,-,-,-,-,-,-,-,T1,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,8.0,11.5
8,person_6,-,T1,-,-,-,-,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,M,-,COM,-,8.0,11.5
9,person_2,-,T2,-,T2,-,T2,-,-,-,T1,-,CHX,-,CHX,-,T2,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,M,-,M,-,8.0,11.5
10,person_10,M,-,COM,-,-,-,-,-,DISP,-,COM,-,COM,-,M,-,-,-,COM,-,-,-,M,-,-,T2,-,T1,-,CHX,-,T1,-,-,-,-,-,-,M,-,-,-,COM,-,-,-,-,-,-,-,M,-,-,CHX,-,T1,8.0,11.5
